dataset,cell,success_rate_mean,success_rate_std,decoded_cvr_mean,decoded_cvr_std,kde_mean,kde_std,effort_mean,effort_std,latency_mean,latency_std,n_seeds
uci,old_latent_pruning,71.83162055335967,9.649279298444704,57.785714285714285,9.476575578439585,-7.739096835144498,0.1463286878380752,0.20566241226580345,0.08800926831709276,0.002197885428100688,3.245388201507937e-05,5
uci,egd_riemannian,31.100395256916997,37.01643656261403,0.0,0.0,-11.70927315225973,1.529121788236483,10.26283137086365,4.483008470047901,0.00450260573254325,0.0011112770597482909,5
uci,egd_euclidean,0.0,0.0,,,,,,,,,5
