dataset,seed,cell,patient_idx,success,abstain_stage,latency_sec,n_candidates_tried,path_len,decoded_cvr_hop,decoded_cvr_endpoint,kde,effort,terminal_risk
uci,3,egd_riemannian,30,False,risk_check,0.004128250060603023,20.0,,,,,,
uci,3,egd_riemannian,33,False,risk_check,0.004250249941833317,20.0,,,,,,
uci,3,egd_riemannian,35,False,risk_check,0.004236958106048405,20.0,,,,,,
uci,3,egd_riemannian,39,False,risk_check,0.0059512919979169965,20.0,,,,,,
uci,3,egd_riemannian,40,False,risk_check,0.0042293749283999205,20.0,,,,,,
uci,3,egd_riemannian,41,False,risk_check,0.004239666974171996,20.0,,,,,,
uci,3,egd_riemannian,45,False,risk_check,0.00426099996548146,20.0,,,,,,
uci,3,egd_riemannian,47,False,risk_check,0.004119083983823657,20.0,,,,,,
uci,3,egd_riemannian,48,False,risk_check,0.004162666969932616,20.0,,,,,,
uci,3,egd_riemannian,52,True,,0.004098667064681649,17.0,4.0,False,False,-13.157288797996785,6.858369827270508,0.4483306109905243
uci,3,egd_riemannian,56,False,risk_check,0.005273375078104436,20.0,,,,,,
uci,3,egd_euclidean,7,False,risk_check,0.004252959042787552,20.0,,,,,,
uci,3,egd_euclidean,10,False,risk_check,0.004155582981184125,20.0,,,,,,
uci,3,egd_euclidean,12,False,risk_check,0.004254958010278642,20.0,,,,,,
uci,3,egd_euclidean,13,False,risk_check,0.004173291032202542,20.0,,,,,,
uci,3,egd_euclidean,16,False,risk_check,0.004185292054899037,20.0,,,,,,
uci,3,egd_euclidean,18,False,risk_check,0.0041501669911667705,20.0,,,,,,
uci,3,egd_euclidean,20,False,risk_check,0.004227000055834651,20.0,,,,,,
uci,3,egd_euclidean,22,False,risk_check,0.0041781660402193666,20.0,,,,,,
uci,3,egd_euclidean,23,False,risk_check,0.004111916990950704,20.0,,,,,,
uci,3,egd_euclidean,25,False,risk_check,0.004089292022399604,20.0,,,,,,
uci,3,egd_euclidean,26,False,risk_check,0.004279125016182661,20.0,,,,,,
uci,3,egd_euclidean,30,False,risk_check,0.0041252919472754,20.0,,,,,,
uci,3,egd_euclidean,33,False,risk_check,0.004255458014085889,20.0,,,,,,
uci,3,egd_euclidean,35,False,risk_check,0.004091958049684763,20.0,,,,,,
uci,3,egd_euclidean,39,False,risk_check,0.004141750046983361,20.0,,,,,,
uci,3,egd_euclidean,40,False,risk_check,0.004275957937352359,20.0,,,,,,
uci,3,egd_euclidean,41,False,risk_check,0.004233208019286394,20.0,,,,,,
uci,3,egd_euclidean,45,False,risk_check,0.0041796250734478235,20.0,,,,,,
uci,3,egd_euclidean,47,False,risk_check,0.004251500009559095,20.0,,,,,,
uci,3,egd_euclidean,48,False,risk_check,0.004124708008021116,20.0,,,,,,
uci,3,egd_euclidean,52,False,risk_check,0.0042007919400930405,20.0,,,,,,
uci,3,egd_euclidean,56,False,risk_check,0.0044444589875638485,20.0,,,,,,
uci,3,old_latent_pruning,7,True,,0.002682708902284503,,2.0,True,True,-7.8869914879770295,0.2881045937538147,
uci,3,old_latent_pruning,10,False,,0.002222249982878566,,,,,,,
uci,3,old_latent_pruning,12,True,,0.002142207929864526,,2.0,True,True,-7.309677493770325,0.15878459811210632,
uci,3,old_latent_pruning,13,True,,0.0022780830040574074,,2.0,False,False,-7.297878603025222,0.03597758710384369,
uci,3,old_latent_pruning,16,True,,0.0022054160945117474,,2.0,True,True,-8.021723114000883,0.26009008288383484,
uci,3,old_latent_pruning,18,True,,0.0021062908926978707,,2.0,True,True,-9.023273761090252,0.08483359962701797,
uci,3,old_latent_pruning,20,True,,0.0021575000137090683,,2.0,True,True,-7.671777906488544,0.45406147837638855,
uci,3,old_latent_pruning,22,True,,0.002089999965392053,,2.0,True,True,-7.87452905488197,0.36655643582344055,
uci,3,old_latent_pruning,23,True,,0.0022602080134674907,,2.0,True,True,-8.204262177207754,0.10133491456508636,
uci,3,old_latent_pruning,25,False,,0.0020640409784391522,,,,,,,
uci,3,old_latent_pruning,26,True,,0.002146874903701246,,2.0,False,False,-8.255270650648352,0.2150789499282837,
uci,3,old_latent_pruning,30,True,,0.002095125033520162,,2.0,False,False,-7.95635630259962,0.10149125009775162,
uci,3,old_latent_pruning,33,False,,0.0020418750355020165,,,,,,,
uci,3,old_latent_pruning,35,False,,0.002052666968666017,,,,,,,
uci,3,old_latent_pruning,39,True,,0.002163583063520491,,2.0,True,True,-8.221180284119084,0.47305041551589966,
uci,3,old_latent_pruning,40,True,,0.0022327910410240293,,2.0,False,False,-7.416624588729827,0.05449650436639786,
uci,3,old_latent_pruning,41,True,,0.002253624959848821,,2.0,True,True,-7.999555214049269,0.5702466368675232,
uci,3,old_latent_pruning,45,False,,0.0020884579280391335,,,,,,,
uci,3,old_latent_pruning,47,False,,0.002040708903223276,,,,,,,
uci,3,old_latent_pruning,48,False,,0.0020092499908059835,,,,,,,
uci,3,old_latent_pruning,52,False,,0.002001583925448358,,,,,,,
uci,3,old_latent_pruning,56,True,,0.002233166014775634,,2.0,True,True,-7.553411193587834,0.076483353972435,
uci,4,egd_riemannian,3,False,risk_check,0.0054735420271754265,20.0,,,,,,
uci,4,egd_riemannian,4,False,risk_check,0.006177416886202991,20.0,,,,,,
uci,4,egd_riemannian,5,False,risk_check,0.004974292009137571,20.0,,,,,,
uci,4,egd_riemannian,11,False,risk_check,0.004971833084709942,20.0,,,,,,
uci,4,egd_riemannian,14,False,risk_check,0.004497667076066136,20.0,,,,,,
uci,4,egd_riemannian,17,False,risk_check,0.004313374985940754,20.0,,,,,,
uci,4,egd_riemannian,19,False,risk_check,0.004177332972176373,20.0,,,,,,
uci,4,egd_riemannian,20,False,risk_check,0.004712791997008026,20.0,,,,,,
uci,4,egd_riemannian,23,False,risk_check,0.004436667077243328,20.0,,,,,,
uci,4,egd_riemannian,27,False,risk_check,0.004165084101259708,20.0,,,,,,
uci,4,egd_riemannian,32,False,risk_check,0.004689875058829784,20.0,,,,,,
uci,4,egd_riemannian,33,False,risk_check,0.004816375090740621,20.0,,,,,,
uci,4,egd_riemannian,34,False,risk_check,0.004959749989211559,20.0,,,,,,
uci,4,egd_riemannian,36,False,risk_check,0.004178332979790866,20.0,,,,,,
uci,4,egd_riemannian,37,False,risk_check,0.0052172919968143106,20.0,,,,,,
uci,4,egd_riemannian,38,False,risk_check,0.00425033294595778,20.0,,,,,,
