dataset,seed,cell,patient_idx,success,abstain_stage,latency_sec,n_candidates_tried,path_len,decoded_cvr_hop,decoded_cvr_endpoint,kde,effort,terminal_risk
uci,4,egd_riemannian,40,False,risk_check,0.00417262502014637,20.0,,,,,,
uci,4,egd_riemannian,42,False,risk_check,0.0060407500714063644,20.0,,,,,,
uci,4,egd_riemannian,44,False,risk_check,0.004503707983531058,20.0,,,,,,
uci,4,egd_riemannian,45,False,risk_check,0.004553042002953589,20.0,,,,,,
uci,4,egd_riemannian,57,True,,0.004113125032745302,16.0,4.0,False,False,-11.290356441249068,7.112468719482422,0.4141201376914978
uci,4,egd_riemannian,58,False,risk_check,0.004495958099141717,20.0,,,,,,
uci,4,egd_riemannian,59,True,,0.002739541931077838,4.0,3.0,False,False,-9.449191104642535,4.748150825500488,0.4434386193752289
uci,4,egd_euclidean,3,False,risk_check,0.004218999994918704,20.0,,,,,,
uci,4,egd_euclidean,4,False,risk_check,0.004178917035460472,20.0,,,,,,
uci,4,egd_euclidean,5,False,risk_check,0.004189374973066151,20.0,,,,,,
uci,4,egd_euclidean,11,False,risk_check,0.004190791980363429,20.0,,,,,,
uci,4,egd_euclidean,14,False,risk_check,0.004172624903731048,20.0,,,,,,
uci,4,egd_euclidean,17,False,risk_check,0.004213707987219095,20.0,,,,,,
uci,4,egd_euclidean,19,False,risk_check,0.004135790979489684,20.0,,,,,,
uci,4,egd_euclidean,20,False,risk_check,0.004127833992242813,20.0,,,,,,
uci,4,egd_euclidean,23,False,risk_check,0.0041976249776780605,20.0,,,,,,
uci,4,egd_euclidean,27,False,risk_check,0.004124583909288049,20.0,,,,,,
uci,4,egd_euclidean,32,False,risk_check,0.0041328329825773835,20.0,,,,,,
uci,4,egd_euclidean,33,False,risk_check,0.004213458043523133,20.0,,,,,,
uci,4,egd_euclidean,34,False,risk_check,0.004117833916097879,20.0,,,,,,
uci,4,egd_euclidean,36,False,risk_check,0.004172750050202012,20.0,,,,,,
uci,4,egd_euclidean,37,False,risk_check,0.004196916939690709,20.0,,,,,,
uci,4,egd_euclidean,38,False,risk_check,0.004128207918256521,20.0,,,,,,
uci,4,egd_euclidean,40,False,risk_check,0.00409958406817168,20.0,,,,,,
uci,4,egd_euclidean,42,False,risk_check,0.004132083966396749,20.0,,,,,,
uci,4,egd_euclidean,44,False,risk_check,0.004236666951328516,20.0,,,,,,
uci,4,egd_euclidean,45,False,risk_check,0.0041785420617088675,20.0,,,,,,
uci,4,egd_euclidean,57,False,risk_check,0.0041215840028598905,20.0,,,,,,
uci,4,egd_euclidean,58,False,risk_check,0.004149999935179949,20.0,,,,,,
uci,4,egd_euclidean,59,False,risk_check,0.0040778330294415355,20.0,,,,,,
uci,4,old_latent_pruning,3,True,,0.002489374950528145,,2.0,True,True,-7.725881890815292,0.10203483700752258,
uci,4,old_latent_pruning,4,True,,0.0024826660519465804,,2.0,True,True,-7.37662492815269,2.8830904960632324,
uci,4,old_latent_pruning,5,True,,0.002250458928756416,,2.0,False,False,-7.208517121673312,0.07876721024513245,
uci,4,old_latent_pruning,11,True,,0.002186583005823195,,2.0,False,False,-7.810325427487852,0.13367357850074768,
uci,4,old_latent_pruning,14,True,,0.002204791991971433,,2.0,False,False,-7.773927771728992,0.18222713470458984,
uci,4,old_latent_pruning,17,False,,0.0022105840034782887,,,,,,,
uci,4,old_latent_pruning,19,False,,0.002104207989759743,,,,,,,
uci,4,old_latent_pruning,20,False,,0.0020848329877480865,,,,,,,
uci,4,old_latent_pruning,23,False,,0.0020001669181510806,,,,,,,
uci,4,old_latent_pruning,27,False,,0.002078082994557917,,,,,,,
uci,4,old_latent_pruning,32,True,,0.00209650001488626,,2.0,False,False,-7.941684434788741,0.060193393379449844,
uci,4,old_latent_pruning,33,True,,0.0021152920089662075,,2.0,True,True,-8.1049474803171,0.04245669022202492,
uci,4,old_latent_pruning,34,True,,0.002268292009830475,,2.0,False,False,-7.813770596069062,0.07389885932207108,
uci,4,old_latent_pruning,36,True,,0.0021022920263931155,,2.0,False,False,-7.81338240529718,0.05895984172821045,
uci,4,old_latent_pruning,37,True,,0.0022650830214843154,,2.0,False,False,-7.7596365655446,0.07652992010116577,
uci,4,old_latent_pruning,38,False,,0.0020904579432681203,,,,,,,
uci,4,old_latent_pruning,40,True,,0.0020970000186935067,,2.0,True,True,-7.606995508075245,0.12401741743087769,
uci,4,old_latent_pruning,42,True,,0.002121874946169555,,2.0,True,True,-8.112910246195156,0.0910891592502594,
uci,4,old_latent_pruning,44,True,,0.0021693329326808453,,3.0,True,True,-8.070963306006224,0.3905121684074402,
uci,4,old_latent_pruning,45,True,,0.002325583016499877,,2.0,True,True,-7.49325725568076,0.4262245297431946,
uci,4,old_latent_pruning,57,True,,0.002129875007085502,,2.0,True,True,-8.31106439696903,0.6173306703567505,
uci,4,old_latent_pruning,58,False,,0.002106499974615872,,,,,,,
uci,4,old_latent_pruning,59,True,,0.0021626250818371773,,2.0,True,True,-7.345030125463545,0.229696586728096,
