method,patient_idx,success,latency_sec,real_cvr,kde,effort,dataset,seed
growing_spheres_legacy,39,True,0.0012087821960449219,True,-8.738196710310069,11.218233980526009,uci,1
dice_legacy,39,False,0.014354228973388672,,,,uci,1
growing_spheres_legacy,40,True,0.0004858970642089844,True,-8.122939635944459,4.083102823230458,uci,1
dice_legacy,40,False,0.01415705680847168,,,,uci,1
growing_spheres_legacy,42,False,0.0013051033020019531,,,,uci,1
dice_legacy,42,False,0.01477503776550293,,,,uci,1
growing_spheres_legacy,45,True,0.0007219314575195312,True,-9.90631096191336,5.228535859361438,uci,1
dice_legacy,45,True,0.002707958221435547,True,-9.023487298637797,4.537550926208496,uci,1
growing_spheres_legacy,4,True,0.0009479522705078125,True,-11.592609618846964,8.707221803329379,uci,2
dice_legacy,4,True,0.002781391143798828,True,-11.519023139434987,5.876189708709717,uci,2
growing_spheres_legacy,7,True,0.0008912086486816406,True,-15.29015870654815,5.835271929709816,uci,2
dice_legacy,7,True,0.002229928970336914,True,-12.450314352103812,5.07284688949585,uci,2
growing_spheres_legacy,8,False,0.0013401508331298828,,,,uci,2
dice_legacy,8,False,0.015241861343383789,,,,uci,2
growing_spheres_legacy,13,True,0.0012040138244628906,True,-9.000333738282617,10.730803269324253,uci,2
dice_legacy,13,True,0.003175020217895508,True,-7.852728390726677,7.303307056427002,uci,2
growing_spheres_legacy,14,False,0.0012769699096679688,,,,uci,2
dice_legacy,14,False,0.014312982559204102,,,,uci,2
growing_spheres_legacy,17,True,0.0012276172637939453,True,-12.562424654265772,7.01033511120883,uci,2
dice_legacy,17,True,0.0040361881256103516,True,-10.86262383099573,8.173395156860352,uci,2
growing_spheres_legacy,25,True,0.0007648468017578125,True,-11.230029809156985,5.550934082897623,uci,2
dice_legacy,25,True,0.001981973648071289,True,-11.897987539273565,5.281391143798828,uci,2
growing_spheres_legacy,26,False,0.0012731552124023438,,,,uci,2
dice_legacy,26,False,0.01483297348022461,,,,uci,2
growing_spheres_legacy,30,False,0.0013010501861572266,,,,uci,2
dice_legacy,30,False,0.014860153198242188,,,,uci,2
growing_spheres_legacy,32,True,0.0012230873107910156,True,-13.172547228506144,7.557798886975357,uci,2
dice_legacy,32,False,0.014594793319702148,,,,uci,2
growing_spheres_legacy,35,True,0.0007901191711425781,True,-9.501079294452843,5.069062269858199,uci,2
