seed,n_high_risk,n_abstain,pct_abstain,pct_certified_infeasible,pct_confirmed_blindspot,pct_unresolved
0,149,0,0.0,,,
1,135,0,0.0,,,
2,137,0,0.0,,,
3,137,0,0.0,,,
4,117,0,0.0,,,
