dataset,seed,patient_idx,method,success,latency_sec,cvr_hard,cvr_full,effort,kde
nhanes_real,0,1,DiCE,False,0.014804832986555994,,,,
nhanes_real,0,1,FACE,True,0.09206404199358076,1.0,1.0,5.76401424407959,-6.85728030761485
nhanes_real,0,1,GrowingSpheres,True,0.0009969170205295086,1.0,1.0,4.1638810271477285,-8.200864601391835
nhanes_real,0,1,REVISE,True,0.0072703330079093575,1.0,1.0,5.361887454986572,-6.360073701086032
nhanes_real,0,2,DiCE,False,0.013964583980850875,,,,
nhanes_real,0,2,FACE,True,0.09121245797723532,1.0,1.0,2.8530473709106445,-6.9293245941398185
nhanes_real,0,2,GrowingSpheres,True,0.0005879170494154096,1.0,1.0,2.1461385295398685,-7.192143639245634
nhanes_real,0,2,REVISE,True,0.005045291967689991,1.0,1.0,3.4040210247039795,-6.25631799689388
nhanes_real,0,5,DiCE,True,0.0016554589965380728,1.0,1.0,2.562870979309082,-9.40525929601503
nhanes_real,0,5,FACE,True,0.09150320902699605,1.0,1.0,5.563790798187256,-6.956020982105744
nhanes_real,0,5,GrowingSpheres,True,0.0006420410354621708,1.0,1.0,2.62737978228383,-10.620917921883398
nhanes_real,0,5,REVISE,True,0.005931332998443395,1.0,1.0,5.707745552062988,-6.403006635597341
nhanes_real,0,6,DiCE,True,0.0011565409949980676,1.0,1.0,2.575632095336914,-6.8391332991676705
nhanes_real,0,6,FACE,True,0.0947312909993343,1.0,1.0,2.7208404541015625,-6.388976786046192
nhanes_real,0,6,GrowingSpheres,True,0.0004737079725600779,1.0,1.0,1.579262683941746,-6.619834743782613
nhanes_real,0,6,REVISE,True,0.005063167016487569,1.0,1.0,3.8281397819519043,-6.134040728357844
nhanes_real,0,7,DiCE,False,0.014666792005300522,,,,
nhanes_real,0,7,FACE,True,0.09110612497897819,1.0,1.0,5.348235130310059,-6.068699445309529
nhanes_real,0,7,GrowingSpheres,True,0.0011433750041760504,1.0,1.0,8.049278342884385,-9.743266793391458
nhanes_real,0,7,REVISE,True,0.008539791975636035,1.0,1.0,5.557559490203857,-6.206502171418743
nhanes_real,0,8,DiCE,False,0.01489079202292487,,,,
nhanes_real,0,8,FACE,True,0.09147383400704712,1.0,1.0,2.516782283782959,-7.085785960837132
nhanes_real,0,8,GrowingSpheres,True,0.0006358749815262854,1.0,1.0,2.6692284237792165,-7.743938966517906
nhanes_real,0,8,REVISE,True,0.005723125010263175,1.0,1.0,4.613778114318848,-6.076779881386511
nhanes_real,0,9,DiCE,True,0.0013795419945381582,1.0,1.0,2.5018081665039062,-9.901545357357225
nhanes_real,0,9,FACE,True,0.09399312495952472,1.0,1.0,3.853034496307373,-7.278899298270909
nhanes_real,0,9,GrowingSpheres,True,0.0005471670301631093,1.0,1.0,2.005940259069677,-9.344238919318187
nhanes_real,0,9,REVISE,True,0.00585241598309949,1.0,1.0,5.900869369506836,-6.505940638765198
nhanes_real,0,11,DiCE,False,0.014183583029080182,,,,
nhanes_real,0,11,FACE,True,0.09124629199504852,1.0,1.0,6.909911155700684,-7.683246560506046
nhanes_real,0,11,GrowingSpheres,True,0.0009740000241436064,1.0,1.0,5.939069079967849,-9.058099796457519
nhanes_real,0,11,REVISE,True,0.008087916998192668,1.0,1.0,9.29055118560791,-6.05073720857081
nhanes_real,0,12,DiCE,True,0.001844500016886741,1.0,1.0,1.8654863834381104,-8.425436870973988
nhanes_real,0,12,FACE,True,0.09980500000528991,1.0,1.0,3.6084320545196533,-6.388976786046192
nhanes_real,0,12,GrowingSpheres,True,0.0006632499862462282,1.0,1.0,1.7046818380961284,-8.084436860665623
nhanes_real,0,12,REVISE,True,0.009609291970264167,1.0,1.0,5.502444267272949,-6.12840900852931
nhanes_real,0,13,DiCE,False,0.01570708298822865,,,,
nhanes_real,0,13,FACE,True,0.09751070797210559,1.0,1.0,4.1401801109313965,-8.233240907368089
nhanes_real,0,13,GrowingSpheres,True,0.0011108339531347156,1.0,1.0,6.175562506611341,-11.381418595288345
nhanes_real,0,13,REVISE,True,0.009077999973669648,1.0,1.0,6.76957893371582,-6.2459737236337896
nhanes_real,0,14,DiCE,False,0.01565595797728747,,,,
nhanes_real,0,14,FACE,True,0.09494891704525799,1.0,1.0,4.995188236236572,-7.481110053586464
nhanes_real,0,14,GrowingSpheres,True,0.0008807090343907475,1.0,1.0,2.5471034866761246,-8.046681743685012
nhanes_real,0,14,REVISE,True,0.008487707993481308,1.0,1.0,6.3432512283325195,-6.185718137277906
nhanes_real,0,17,DiCE,True,0.0016511669964529574,1.0,1.0,2.0834100246429443,-7.630547520006884
nhanes_real,0,17,FACE,True,0.09366612497251481,1.0,1.0,3.560338020324707,-6.797300329212382
nhanes_real,0,17,GrowingSpheres,True,0.0005086659803055227,1.0,1.0,1.890190026900652,-7.157404464388144
nhanes_real,0,17,REVISE,True,0.009073833003640175,1.0,1.0,5.134460926055908,-6.248975449579392
nhanes_real,0,21,DiCE,False,0.015408667037263513,,,,
nhanes_real,0,21,FACE,True,0.09357062500203028,1.0,1.0,5.720505714416504,-8.894864273623895
nhanes_real,0,21,GrowingSpheres,True,0.0012799170217476785,1.0,1.0,6.986858731496325,-11.943870724038222
nhanes_real,0,21,REVISE,False,0.04581820894964039,,,,
nhanes_real,0,22,DiCE,True,0.0011705000069923699,1.0,1.0,2.4665942192077637,-7.073781992028504
nhanes_real,0,22,FACE,True,0.093020583037287,1.0,1.0,2.802666664123535,-6.816501779424558
nhanes_real,0,22,GrowingSpheres,True,0.0005412919563241303,1.0,1.0,1.3542749238445255,-7.297617246810166
nhanes_real,0,22,REVISE,True,0.0006198339979164302,1.0,1.0,4.769871234893799,-6.61884549854291
nhanes_real,0,23,DiCE,True,0.001010584004689008,1.0,1.0,2.164407253265381,-8.27844414283391
nhanes_real,0,23,FACE,True,0.09351675002835691,1.0,1.0,2.7503151893615723,-7.135196114178602
nhanes_real,0,23,GrowingSpheres,True,0.0004444579826667905,1.0,1.0,1.5904843571355718,-7.987875746657307
nhanes_real,0,23,REVISE,True,0.005398291978053749,1.0,1.0,3.3173091411590576,-6.624469726458489
nhanes_real,0,26,DiCE,True,0.0009749169694259763,1.0,1.0,1.4681079387664795,-7.1409355259514316
nhanes_real,0,26,FACE,True,0.09386916604125872,1.0,1.0,1.502609372138977,-7.454635863777797
nhanes_real,0,26,GrowingSpheres,True,0.000351125025190413,1.0,1.0,1.5424735569707533,-7.254663111480406
nhanes_real,0,26,REVISE,True,0.0006871669902466238,1.0,1.0,4.46102237701416,-6.950487686066223
nhanes_real,0,30,DiCE,True,0.001508333021774888,1.0,1.0,2.723414897918701,-7.4151654832323874
nhanes_real,0,30,FACE,True,0.0915537920081988,1.0,1.0,4.39330530166626,-7.2125991421236995
nhanes_real,0,30,GrowingSpheres,True,0.00044312496902421117,1.0,1.0,0.8711580369068447,-7.62149167307793
nhanes_real,0,30,REVISE,True,0.00735062500461936,1.0,1.0,3.8507211208343506,-6.2426984994451615
nhanes_real,0,31,DiCE,True,0.0015801250119693577,1.0,1.0,2.895371913909912,-11.466376929677505
nhanes_real,0,31,FACE,True,0.09045554202748463,1.0,1.0,6.257275581359863,-9.000376236389503
nhanes_real,0,31,GrowingSpheres,True,0.0006011250079609454,1.0,1.0,3.8082144538766234,-10.682188809032938
nhanes_real,0,31,REVISE,True,0.0007063750526867807,1.0,1.0,11.179914474487305,-6.631676928709517
nhanes_real,0,38,DiCE,False,0.014954791986383498,,,,
nhanes_real,0,38,FACE,True,0.09154979104641825,1.0,1.0,2.7709591388702393,-7.515327962748248
nhanes_real,0,38,GrowingSpheres,True,0.0006464580073952675,1.0,1.0,4.117468571394345,-8.230871683578542
nhanes_real,0,38,REVISE,True,0.00875116599490866,1.0,1.0,2.7313339710235596,-6.926740570682032
nhanes_real,0,39,DiCE,True,0.001032250002026558,1.0,1.0,1.6973047256469727,-8.200267482447622
nhanes_real,0,39,FACE,True,0.09183066699188203,1.0,1.0,3.9891741275787354,-7.392716271446808
nhanes_real,0,39,GrowingSpheres,True,0.00039595802081748843,1.0,1.0,2.825584578362888,-8.306502509778676
nhanes_real,0,39,REVISE,True,0.0005862920079380274,1.0,1.0,5.710114002227783,-6.029143077243008
nhanes_real,0,41,DiCE,False,0.014959833002649248,,,,
nhanes_real,0,41,FACE,True,0.09090562502387911,1.0,1.0,5.4564080238342285,-7.7127082793299415
nhanes_real,0,41,GrowingSpheres,True,0.0009622499928809702,1.0,1.0,7.996874225248084,-11.806673523571206
nhanes_real,0,41,REVISE,True,0.007456917024683207,1.0,1.0,6.1553544998168945,-6.538183276029706
nhanes_real,0,42,DiCE,False,0.015177291992586106,,,,
nhanes_real,0,42,FACE,True,0.09038454102119431,1.0,1.0,5.220141887664795,-6.9293245941398185
nhanes_real,0,42,GrowingSpheres,True,0.0007673330255784094,1.0,1.0,5.162961319062103,-11.430946579815988
nhanes_real,0,42,REVISE,True,0.008103415952064097,1.0,1.0,7.54847526550293,-6.573599665600765
nhanes_real,0,45,DiCE,False,0.014069041993934661,,,,
nhanes_real,0,45,FACE,True,0.09087829198688269,1.0,1.0,6.462153434753418,-6.7379937746921605
nhanes_real,0,45,GrowingSpheres,True,0.0007696659886278212,1.0,1.0,2.25334843531611,-10.360977384986889
nhanes_real,0,45,REVISE,True,0.012291957973502576,1.0,1.0,5.46309757232666,-6.214836086157473
nhanes_real,0,47,DiCE,True,0.0018425409798510373,1.0,1.0,2.7737627029418945,-10.566219441066234
nhanes_real,0,47,FACE,True,0.09082562499679625,1.0,1.0,3.6317529678344727,-7.515327962748248
nhanes_real,0,47,GrowingSpheres,True,0.0006116669974289834,1.0,1.0,3.291935909817659,-8.95938453480587
nhanes_real,0,47,REVISE,True,0.008374625002034009,1.0,1.0,3.8869757652282715,-6.952581479637178
nhanes_real,0,51,DiCE,False,0.015398707997519523,,,,
nhanes_real,0,51,FACE,True,0.09123762499075383,1.0,1.0,6.012516975402832,-9.444310984433166
nhanes_real,0,51,GrowingSpheres,True,0.0010313749662600458,1.0,1.0,5.3933541111439105,-16.491731826380956
nhanes_real,0,51,REVISE,True,0.008249334001448005,1.0,1.0,15.281707763671875,-6.209833784924081
nhanes_real,0,53,DiCE,True,0.0015479999710805714,1.0,1.0,3.280219316482544,-6.661472387813758
nhanes_real,0,53,FACE,True,0.09463283402146772,1.0,1.0,4.723472595214844,-6.799190016735489
nhanes_real,0,53,GrowingSpheres,True,0.0005817499477416277,1.0,1.0,1.2409978916558781,-8.528252072964978
nhanes_real,0,53,REVISE,True,0.0017099169781431556,1.0,1.0,4.96471643447876,-6.503372653894399
nhanes_real,0,54,DiCE,True,0.00298045901581645,1.0,1.0,2.467625617980957,-8.472085478897688
nhanes_real,0,54,FACE,True,0.09233812498860061,1.0,1.0,3.271409511566162,-7.392716271446808
nhanes_real,0,54,GrowingSpheres,True,0.0007044589729048312,1.0,1.0,2.4290582550689557,-8.046477924259326
nhanes_real,0,54,REVISE,True,0.005400000023655593,1.0,1.0,6.098299503326416,-6.116801802261369
nhanes_real,0,56,DiCE,False,0.015143749944400042,,,,
nhanes_real,0,56,FACE,True,0.09118650003802031,1.0,1.0,6.154310703277588,-6.785730065913892
nhanes_real,0,56,GrowingSpheres,True,0.001107583986595273,1.0,1.0,6.240095340526934,-11.333366736327038
nhanes_real,0,56,REVISE,False,0.042307833035010844,,,,
nhanes_real,0,60,DiCE,True,0.0021904160385020077,1.0,1.0,3.5136070251464844,-8.045501941174011
nhanes_real,0,60,FACE,True,0.09157412499189377,1.0,1.0,3.513258218765259,-6.94180251728339
nhanes_real,0,60,GrowingSpheres,True,0.0006719580269418657,1.0,1.0,1.1356494829397685,-7.894476780778244
nhanes_real,0,60,REVISE,True,0.004023333021905273,1.0,1.0,6.180489540100098,-6.270878535484012
nhanes_real,0,61,DiCE,False,0.01470495801186189,,,,
nhanes_real,0,61,FACE,True,0.09120941703440621,1.0,1.0,4.267362117767334,-7.435852830981746
nhanes_real,0,61,GrowingSpheres,True,0.0008187919738702476,1.0,1.0,4.06148152956019,-7.914848451434793
nhanes_real,0,61,REVISE,True,0.01038958301069215,1.0,1.0,4.2412614822387695,-6.733648363300103
nhanes_real,0,62,DiCE,True,0.0018911659717559814,1.0,1.0,3.237006187438965,-8.988297702619152
nhanes_real,0,62,FACE,True,0.09055541700217873,1.0,1.0,7.438431262969971,-6.843646418083419
nhanes_real,0,62,GrowingSpheres,True,0.0006239579524844885,1.0,1.0,2.5743205682039365,-9.378376971978945
nhanes_real,0,62,REVISE,True,0.00473429198609665,1.0,1.0,5.05733585357666,-6.907492471007671
nhanes_real,0,63,DiCE,True,0.0006997500313445926,1.0,1.0,1.528552770614624,-6.794064153244916
nhanes_real,0,63,FACE,True,0.09098337503382936,1.0,1.0,1.7694685459136963,-6.94180251728339
nhanes_real,0,63,GrowingSpheres,True,0.0002690000110305846,1.0,1.0,1.631836775927527,-6.662566356811245
nhanes_real,0,63,REVISE,True,0.0006138750468380749,1.0,1.0,2.5154685974121094,-6.215783274022561
nhanes_real,0,64,DiCE,False,0.01469229202484712,,,,
nhanes_real,0,64,FACE,True,0.09071883297292516,1.0,1.0,2.614854335784912,-6.797300329212382
nhanes_real,0,64,GrowingSpheres,True,0.0006298749940469861,1.0,1.0,1.7847461091619456,-8.278353480295287
nhanes_real,0,64,REVISE,False,0.04229725000914186,,,,
