patient_idx,success,path_len,path,dijkstra_cost,cvr_events_original,decoded_cvr_hop,decoded_cvr_endpoint,decoded_violation_categories,kde,effort,latency_sec,dataset,seed,metric,constraints,lambda,cell
39,True,1.0,"[237, 5]",0.47256699204444885,0.0,True,True,"{""immutable"": false, ""non_decreasing"": false, ""age_horizon"": true, ""directional"": true}",-7.224848126735944,1.2225826978683472,0.0020838750060647726,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
44,True,1.0,"[237, 5]",0.005528796464204788,0.0,False,False,"{""immutable"": false, ""non_decreasing"": false, ""age_horizon"": false, ""directional"": false}",-7.289108364824157,0.016981080174446106,0.0020573330111801624,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
45,True,1.0,"[237, 176]",11.864994525909424,1.0,True,True,"{""immutable"": false, ""non_decreasing"": true, ""age_horizon"": false, ""directional"": false}",-7.34328306955687,4.69436502456665,0.001988000003620982,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
50,True,1.0,"[237, 56]",20.019342336803675,1.0,True,True,"{""immutable"": false, ""non_decreasing"": true, ""age_horizon"": false, ""directional"": false}",-7.795295151247658,0.05410711467266083,0.0021023330045863986,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
52,True,1.0,"[237, 70]",10.366676539182663,1.0,True,True,"{""immutable"": false, ""non_decreasing"": true, ""age_horizon"": false, ""directional"": false}",-7.739095284626387,0.7872010469436646,0.002176708949264139,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
53,True,1.0,"[237, 97]",0.025896873325109482,0.0,False,False,"{""immutable"": false, ""non_decreasing"": false, ""age_horizon"": false, ""directional"": false}",-7.362571798918867,0.06568252295255661,0.0020169999916106462,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
55,True,1.0,"[237, 54]",10.044980745762587,1.0,False,False,"{""immutable"": false, ""non_decreasing"": false, ""age_horizon"": false, ""directional"": false}",-7.92717183675212,0.08562057465314865,0.002057374978903681,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
57,True,1.0,"[237, 19]",10.563864707946777,1.0,True,True,"{""immutable"": false, ""non_decreasing"": true, ""age_horizon"": false, ""directional"": false}",-7.79571039752037,1.2333449125289917,0.002054540964309126,uci,0,riemannian,soft,10.0,riemannian_soft_lam10.0
0,True,1.0,"[237, 165]",0.018207913264632225,0.0,False,False,"{""immutable"": false, ""non_decreasing"": false, ""age_horizon"": false, ""directional"": false}",-7.157059457035707,0.06330770999193192,0.0020134170190431178,uci,0,riemannian,soft,100.0,riemannian_soft_lam100.0
1,True,1.0,"[237, 88]",100.05383313819766,1.0,False,False,"{""immutable"": false, ""non_decreasing"": false, ""age_horizon"": false, ""directional"": false}",-7.870593499206375,0.10865145176649094,0.0020340419723652303,uci,0,riemannian,soft,100.0,riemannian_soft_lam100.0
