dataset,seed,decoder,cell,tau_level,patient_idx,prune_mode,verify_mode,metric,repair_enabled,n_edges_pruned,n_edges_total,prune_seconds,graph_build_seconds,decode_seconds,success,abstained,abstain_stage,repair_status,n_steps_repaired,n_repair_attempts,repair_failure_reason,path,path_len,path_cost,decoded_cvr_hop,decoded_cvr_endpoint,viol_immutable,viol_non_decreasing,viol_age_horizon,viol_directional,kde,effort,latency_sec,repair_trigger_immutable,repair_trigger_non_decreasing,repair_trigger_age_horizon,repair_trigger_directional
uci,0,v3,old_latent_pruning,0.95,0,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 79]",2.0,0.1629544049501419,True,True,False,True,False,False,-7.04908935136371,0.42521676421165466,0.0020315840374678373,,,,
uci,0,v3,old_latent_pruning,0.95,1,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020318329334259033,,,,
uci,0,v3,old_latent_pruning,0.95,4,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019779999274760485,,,,
uci,0,v3,old_latent_pruning,0.95,6,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 9]",2.0,0.48142576217651367,True,True,False,True,False,False,-7.4306622331723915,1.3207266330718994,0.0019888340029865503,,,,
uci,0,v3,old_latent_pruning,0.95,7,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 89]",2.0,0.8389263153076172,True,True,False,False,True,True,-7.1116568123785155,1.6464966535568237,0.0020548750180751085,,,,
uci,0,v3,old_latent_pruning,0.95,8,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020050409948453307,,,,
uci,0,v3,old_latent_pruning,0.95,9,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020682920003309846,,,,
uci,0,v3,old_latent_pruning,0.95,11,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.00195162498857826,,,,
uci,0,v3,old_latent_pruning,0.95,14,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020109169417992234,,,,
uci,0,v3,old_latent_pruning,0.95,16,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001955375075340271,,,,
uci,0,v3,old_latent_pruning,0.95,20,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001896957983262837,,,,
uci,0,v3,old_latent_pruning,0.95,26,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0018983340123668313,,,,
uci,0,v3,old_latent_pruning,0.95,30,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 98]",2.0,0.024556057527661324,False,False,False,False,False,False,-7.61401312833582,0.07081849128007889,0.0019438749877735972,,,,
uci,0,v3,old_latent_pruning,0.95,32,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001926374970935285,,,,
uci,0,v3,old_latent_pruning,0.95,34,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0023719589225947857,,,,
uci,0,v3,old_latent_pruning,0.95,38,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 117]",2.0,0.051026601344347,False,False,False,False,False,False,-7.41654970814886,0.21553975343704224,0.0019340000580996275,,,,
uci,0,v3,old_latent_pruning,0.95,44,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 172]",2.0,0.01488901674747467,False,False,False,False,False,False,-7.3146096219093195,0.0681728646159172,0.0019428329542279243,,,,
uci,0,v3,old_latent_pruning,0.95,50,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001973791979253292,,,,
uci,0,v3,old_latent_pruning,0.95,52,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0018968749791383743,,,,
uci,0,v3,old_latent_pruning,0.95,53,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 172]",2.0,0.11869379132986069,True,True,False,True,False,False,-7.353754556772204,0.44286707043647766,0.0019926660461351275,,,,
uci,0,v3,old_latent_pruning,0.95,55,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019220419926568866,,,,
uci,0,v3,old_latent_pruning,0.95,57,raw,raw,riemannian,False,7867,8040,0.0019561670487746596,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019867910305038095,,,,
uci,0,v3,dsr_c1,0.95,0,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 11]",2.0,0.04730228707194328,False,False,False,False,False,False,-7.040882721633205,0.10224289447069168,0.002010249998420477,,,,
uci,0,v3,dsr_c1,0.95,1,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.002112041926011443,,,,
uci,0,v3,dsr_c1,0.95,4,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 173]",2.0,0.01902465522289276,False,False,False,False,False,False,-7.611347352846405,0.041380662471055984,0.001983917085453868,,,,
uci,0,v3,dsr_c1,0.95,6,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 127]",2.0,0.07632492482662201,False,False,False,False,False,False,-7.560853991657793,0.15374241769313812,0.0019638329977169633,,,,
uci,0,v3,dsr_c1,0.95,7,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 114]",2.0,0.026888422667980194,False,False,False,False,False,False,-7.1466663810788855,0.09389851242303848,0.001999707892537117,,,,
uci,0,v3,dsr_c1,0.95,8,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 170]",2.0,0.0638594701886177,False,False,False,False,False,False,-7.353211101937649,0.15835800766944885,0.002072791918180883,,,,
uci,0,v3,dsr_c1,0.95,9,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019510829588398337,,,,
uci,0,v3,dsr_c1,0.95,11,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019715840462595224,,,,
uci,0,v3,dsr_c1,0.95,14,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 44]",2.0,0.017734603956341743,False,False,False,False,False,False,-7.4692938383491985,0.07859504222869873,0.002026083995588124,,,,
uci,0,v3,dsr_c1,0.95,16,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 170]",2.0,0.033324819058179855,False,False,False,False,False,False,-7.351690564819085,0.12023985385894775,0.0019803750328719616,,,,
uci,0,v3,dsr_c1,0.95,20,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 138, 37, 127]",4.0,0.16279399953782558,False,True,False,False,False,False,-7.534781399689946,0.3301142454147339,0.002000083099119365,,,,
uci,0,v3,dsr_c1,0.95,26,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 37, 127]",3.0,0.14748768508434296,False,True,False,False,False,False,-7.540503030974456,0.3207094967365265,0.0020008329302072525,,,,
uci,0,v3,dsr_c1,0.95,30,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 173]",2.0,0.019381089136004448,False,False,False,False,False,False,-7.615148124929101,0.05455798655748367,0.0020136249950155616,,,,
uci,0,v3,dsr_c1,0.95,32,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019857079023495317,,,,
uci,0,v3,dsr_c1,0.95,34,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 170]",2.0,0.035422105342149734,False,False,False,False,False,False,-7.35882069972131,0.17695406079292297,0.0019898329628631473,,,,
uci,0,v3,dsr_c1,0.95,38,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 117]",2.0,0.051026601344347,False,False,False,False,False,False,-7.41654970814886,0.21553975343704224,0.0019905840745195746,,,,
uci,0,v3,dsr_c1,0.95,44,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 172]",2.0,0.01488901674747467,False,False,False,False,False,False,-7.3146096219093195,0.0681728646159172,0.001946292002685368,,,,
uci,0,v3,dsr_c1,0.95,50,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 188]",2.0,0.017699118703603745,False,False,False,False,False,False,-7.878806612276606,0.05370648205280304,0.0019965419778600335,,,,
uci,0,v3,dsr_c1,0.95,52,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020257500000298023,,,,
uci,0,v3,dsr_c1,0.95,53,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,True,False,,not_attempted,0.0,0.0,,"[201, 170]",2.0,0.06780827045440674,False,False,False,False,False,False,-7.369581081672948,0.29196876287460327,0.0020054159685969353,,,,
uci,0,v3,dsr_c1,0.95,55,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019709590123966336,,,,
uci,0,v3,dsr_c1,0.95,57,decoded_naive,decoded_naive,riemannian,False,6968,8040,0.00035333295818418264,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001954958075657487,,,,
uci,0,v3,dsr_c1c2,0.95,0,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019380419980734587,,,,
uci,0,v3,dsr_c1c2,0.95,1,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019145830301567912,,,,
uci,0,v3,dsr_c1c2,0.95,4,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001940125017426908,,,,
uci,0,v3,dsr_c1c2,0.95,6,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019023750210180879,,,,
uci,0,v3,dsr_c1c2,0.95,7,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019175419583916664,,,,
uci,0,v3,dsr_c1c2,0.95,8,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.002595958998426795,,,,
uci,0,v3,dsr_c1c2,0.95,9,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020838750060647726,,,,
uci,0,v3,dsr_c1c2,0.95,11,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001989415963180363,,,,
uci,0,v3,dsr_c1c2,0.95,14,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019807079806923866,,,,
uci,0,v3,dsr_c1c2,0.95,16,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020433750469237566,,,,
uci,0,v3,dsr_c1c2,0.95,20,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0018447920447215438,,,,
uci,0,v3,dsr_c1c2,0.95,26,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001955541083589196,,,,
uci,0,v3,dsr_c1c2,0.95,30,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001840416924096644,,,,
uci,0,v3,dsr_c1c2,0.95,32,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0018841249402612448,,,,
uci,0,v3,dsr_c1c2,0.95,34,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001960833091288805,,,,
uci,0,v3,dsr_c1c2,0.95,38,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0018777500372380018,,,,
uci,0,v3,dsr_c1c2,0.95,44,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001922791008837521,,,,
uci,0,v3,dsr_c1c2,0.95,50,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0022507909452542663,,,,
uci,0,v3,dsr_c1c2,0.95,52,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019174589542672038,,,,
uci,0,v3,dsr_c1c2,0.95,53,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001858582952991128,,,,
uci,0,v3,dsr_c1c2,0.95,55,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019524170784279704,,,,
uci,0,v3,dsr_c1c2,0.95,57,decoded_banded,decoded_banded,riemannian,False,8040,8040,0.0002045829314738512,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0018892090301960707,,,,
uci,0,v3,dsr_full,0.95,0,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002442458993755281,False,True,True,True
uci,0,v3,dsr_full,0.95,1,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001983333029784262,,,,
uci,0,v3,dsr_full,0.95,4,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002379499957896769,False,True,True,True
uci,0,v3,dsr_full,0.95,6,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002517750021070242,False,True,True,True
uci,0,v3,dsr_full,0.95,7,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002384625026024878,False,True,True,True
uci,0,v3,dsr_full,0.95,8,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.0023979590041562915,False,True,True,True
uci,0,v3,dsr_full,0.95,9,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020151250064373016,,,,
uci,0,v3,dsr_full,0.95,11,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001974417013116181,,,,
uci,0,v3,dsr_full,0.95,14,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.0023805421078577638,False,True,True,True
uci,0,v3,dsr_full,0.95,16,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002348208916373551,False,True,True,True
uci,0,v3,dsr_full,0.95,20,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002374666975811124,False,True,True,True
uci,0,v3,dsr_full,0.95,26,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002335291006602347,False,True,True,True
uci,0,v3,dsr_full,0.95,30,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.00236904202029109,False,True,True,True
uci,0,v3,dsr_full,0.95,32,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020293750567361712,,,,
uci,0,v3,dsr_full,0.95,34,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002345374901778996,False,True,True,True
uci,0,v3,dsr_full,0.95,38,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.00238695798907429,False,True,True,True
uci,0,v3,dsr_full,0.95,44,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.00236754200886935,False,True,True,True
uci,0,v3,dsr_full,0.95,50,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.0023870000150054693,False,True,True,True
uci,0,v3,dsr_full,0.95,52,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019505000673234463,,,,
uci,0,v3,dsr_full,0.95,53,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002355500007979572,False,True,True,True
uci,0,v3,dsr_full,0.95,55,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019920830382034183,,,,
uci,0,v3,dsr_full,0.95,57,decoded_naive,decoded_banded,riemannian,True,6968,8040,0.0003177090547978878,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.001953125,,,,
uci,0,v3,dsr_full_euclidean,0.95,0,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002381875063292682,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,1,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0020000829827040434,,,,
uci,0,v3,dsr_full_euclidean,0.95,4,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.00236316688824445,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,6,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002372667076997459,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,7,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.0024227920221164823,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,8,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.0023737919982522726,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,9,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019303340231999755,,,,
uci,0,v3,dsr_full_euclidean,0.95,11,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,search,,,,,,,,,,,,,,,,0.0019451250554993749,,,,
uci,0,v3,dsr_full_euclidean,0.95,14,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.0023768750252202153,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,16,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002425209037028253,False,True,True,True
uci,0,v3,dsr_full_euclidean,0.95,20,decoded_naive,decoded_banded,euclidean,True,6968,8040,0.00030683400109410286,0.062338000047020614,0.0005873750196769834,False,True,repair,failed,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': True, 'directional': True})",,,,,,,,,,,,0.002392166992649436,False,True,True,True
