dataset,seed,quantile,n_calib,feature,tau,misclass_rate,mae,band_type,decoder
uci,4,0.05,36,age,0.10764217376708984,,1.7541732788085938,conformal_quantile,v3
uci,4,0.05,36,cholesterol,11.221633911132812,,41.235713958740234,conformal_quantile,v3
uci,4,0.05,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.05,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.05,36,max_heart_rate,1.239410400390625,,13.23210620880127,conformal_quantile,v3
uci,4,0.05,36,oldpeak,0.25112029910087585,,0.9238958358764648,conformal_quantile,v3
uci,4,0.05,36,resting_bp,1.0809059143066406,,16.24143409729004,conformal_quantile,v3
uci,4,0.05,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.05,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
uci,4,0.1,36,age,0.16013717651367188,,1.7541732788085938,conformal_quantile,v3
uci,4,0.1,36,cholesterol,13.655258178710938,,41.235713958740234,conformal_quantile,v3
uci,4,0.1,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.1,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.1,36,max_heart_rate,1.7341156005859375,,13.23210620880127,conformal_quantile,v3
uci,4,0.1,36,oldpeak,0.27098482847213745,,0.9238958358764648,conformal_quantile,v3
uci,4,0.1,36,resting_bp,2.214813232421875,,16.24143409729004,conformal_quantile,v3
uci,4,0.1,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.1,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
uci,4,0.25,36,age,0.7741193771362305,,1.7541732788085938,conformal_quantile,v3
uci,4,0.25,36,cholesterol,18.18761444091797,,41.235713958740234,conformal_quantile,v3
uci,4,0.25,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.25,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.25,36,max_heart_rate,6.879535675048828,,13.23210620880127,conformal_quantile,v3
uci,4,0.25,36,oldpeak,0.4529818892478943,,0.9238958358764648,conformal_quantile,v3
uci,4,0.25,36,resting_bp,4.455270767211914,,16.24143409729004,conformal_quantile,v3
uci,4,0.25,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.25,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
uci,4,0.5,36,age,1.3999977111816406,,1.7541732788085938,conformal_quantile,v3
uci,4,0.5,36,cholesterol,32.97472381591797,,41.235713958740234,conformal_quantile,v3
uci,4,0.5,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.5,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.5,36,max_heart_rate,11.825618743896484,,13.23210620880127,conformal_quantile,v3
uci,4,0.5,36,oldpeak,0.7377559542655945,,0.9238958358764648,conformal_quantile,v3
uci,4,0.5,36,resting_bp,11.992568969726562,,16.24143409729004,conformal_quantile,v3
uci,4,0.5,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.5,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
uci,4,0.8,36,age,3.2604217529296875,,1.7541732788085938,conformal_quantile,v3
uci,4,0.8,36,cholesterol,65.12808227539062,,41.235713958740234,conformal_quantile,v3
uci,4,0.8,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.8,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.8,36,max_heart_rate,18.633941650390625,,13.23210620880127,conformal_quantile,v3
uci,4,0.8,36,oldpeak,1.2702876329421997,,0.9238958358764648,conformal_quantile,v3
uci,4,0.8,36,resting_bp,28.637916564941406,,16.24143409729004,conformal_quantile,v3
uci,4,0.8,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.8,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
uci,4,0.9,36,age,3.974018096923828,,1.7541732788085938,conformal_quantile,v3
uci,4,0.9,36,cholesterol,78.25274658203125,,41.235713958740234,conformal_quantile,v3
uci,4,0.9,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.9,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.9,36,max_heart_rate,20.502376556396484,,13.23210620880127,conformal_quantile,v3
uci,4,0.9,36,oldpeak,1.4787479639053345,,0.9238958358764648,conformal_quantile,v3
uci,4,0.9,36,resting_bp,35.89084243774414,,16.24143409729004,conformal_quantile,v3
uci,4,0.9,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.9,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
uci,4,0.99,36,age,5.13682746887207,,1.7541732788085938,conformal_quantile,v3
uci,4,0.99,36,cholesterol,101.22885131835938,,41.235713958740234,conformal_quantile,v3
uci,4,0.99,36,exercise_angina,,0.4166666666666667,0.46656131744384766,identity_rule_no_band,v3
uci,4,0.99,36,fasting_blood_sugar,,0.19444444444444445,0.3109404742717743,identity_rule_no_band,v3
uci,4,0.99,36,max_heart_rate,49.046287536621094,,13.23210620880127,conformal_quantile,v3
uci,4,0.99,36,oldpeak,2.908264398574829,,0.9238958358764648,conformal_quantile,v3
uci,4,0.99,36,resting_bp,58.191226959228516,,16.24143409729004,conformal_quantile,v3
uci,4,0.99,36,sex,,0.4166666666666667,0.4818824529647827,identity_rule_no_band,v3
uci,4,0.99,36,slope,,0.5,0.5534550547599792,identity_rule_no_band,v3
