dataset,seed,decoder,cell,tau_level,patient_idx,prune_mode,verify_mode,metric,repair_enabled,n_edges_pruned,n_edges_total,prune_seconds,graph_build_seconds,decode_seconds,success,abstained,abstain_stage,repair_status,latency_sec,repair_trigger_immutable,repair_trigger_non_decreasing,repair_trigger_age_horizon,repair_trigger_directional,n_steps_repaired,n_repair_attempts,repair_failure_reason,path,path_len,path_cost,decoded_cvr_hop,decoded_cvr_endpoint,viol_immutable,viol_non_decreasing,viol_age_horizon,viol_directional,kde,effort
nhanes_real,2,v3,dsr_full_euclidean,0.05,736,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,repaired,0.010330541990697384,False,False,True,True,1.0,1.0,,"[3086, 1865]",2.0,0.43289247155189514,False,False,False,False,False,False,-6.4770276443926615,1.7344011068344116
nhanes_real,2,v3,dsr_full_euclidean,0.05,737,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.011068458086811006,False,False,True,True,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': True})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,738,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,clean,0.011486792005598545,,,,,0.0,0.0,,"[3086, 2530]",2.0,0.9015148282051086,False,False,False,False,False,False,-6.2713798488882215,2.8411002159118652
nhanes_real,2,v3,dsr_full_euclidean,0.05,739,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.015490958001464605,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,740,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.01682883291505277,False,True,False,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': True, 'age_horizon': False, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,741,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.017233542050234973,False,False,True,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,743,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.01646279206033796,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,747,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,search,,0.013194583938457072,,,,,,,,,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,750,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,clean,0.017293249955400825,,,,,0.0,0.0,,"[3086, 924]",2.0,2.6334660053253174,False,False,False,False,False,False,-7.2013706785667075,8.533873558044434
nhanes_real,2,v3,dsr_full_euclidean,0.05,752,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.017191041028127074,False,False,True,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,754,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,False,True,repair,failed,0.018891333020292222,False,False,True,False,0.0,3.0,"step 1 still violates after 3 repair iterations (triggered by {'immutable': False, 'non_decreasing': False, 'age_horizon': True, 'directional': False})",,,,,,,,,,,
nhanes_real,2,v3,dsr_full_euclidean,0.05,755,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,clean,0.013702749973163009,,,,,0.0,0.0,,"[3086, 2631]",2.0,0.7202426195144653,False,False,False,False,False,False,-6.2066931351120225,2.024808406829834
nhanes_real,2,v3,dsr_full_euclidean,0.05,759,decoded_naive,decoded_banded,euclidean,True,234925,246880,0.008890624972991645,1.2950842089485377,0.0008394159376621246,True,False,,clean,0.016457000048831105,,,,,0.0,0.0,,"[3086, 2559]",2.0,0.7295264005661011,False,False,False,False,False,False,-6.62171989855127,2.558621644973755
