dataset,tau_quantile,success_rate_mean,success_rate_std,decoded_cvr_mean,decoded_cvr_std,n_seeds
nhanes_real,0.05,23.353426258546875,7.288633261462967,0.0,0.0,5
nhanes_real,0.1,12.826511500422916,6.700138265618351,0.0,0.0,5
nhanes_real,0.25,2.7903248960966165,2.3708194870694617,0.0,0.0,5
nhanes_real,0.5,0.5040957114245446,0.7271710234277187,12.5,17.67766952966369,5
nhanes_real,0.8,0.0,0.0,,,5
nhanes_real,0.9,0.0,0.0,,,5
nhanes_real,0.95,0.0,0.0,,,5
nhanes_real,0.99,0.0,0.0,,,5
