dataset,seed,decoder,cell,tau_level,patient_idx,prune_mode,verify_mode,metric,repair_enabled,n_edges_pruned,n_edges_total,prune_seconds,graph_build_seconds,decode_seconds,success,abstained,abstain_stage,repair_status,latency_sec,n_steps_repaired,n_repair_attempts,repair_failure_reason,path,path_len,path_cost,decoded_cvr_hop,decoded_cvr_endpoint,viol_immutable,viol_non_decreasing,viol_age_horizon,viol_directional,kde,effort,repair_trigger_immutable,repair_trigger_non_decreasing,repair_trigger_age_horizon,repair_trigger_directional
nhanes_real,0,v2,dsr_c1,0.95,725,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0038693330716341734,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,726,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003655874985270202,0.0,0.0,,"[3086, 139, 1413]",3.0,1.4959458410739899,False,False,False,False,False,False,-6.542593860953526,4.642839431762695,,,,
nhanes_real,0,v2,dsr_c1,0.95,728,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003906583064235747,0.0,0.0,,"[3086, 2669, 964]",3.0,1.1057631075382233,False,False,False,False,False,False,-6.725689786034233,5.701438903808594,,,,
nhanes_real,0,v2,dsr_c1,0.95,729,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0037603749660775065,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,730,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003859542077407241,0.0,0.0,,"[3086, 820, 3011]",3.0,1.5638344883918762,False,False,False,False,False,False,-6.764908096645939,5.088682174682617,,,,
nhanes_real,0,v2,dsr_c1,0.95,734,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.006538333022035658,0.0,0.0,,"[3086, 1973]",2.0,0.8084886074066162,False,False,False,False,False,False,-6.3271951016343255,2.705839157104492,,,,
nhanes_real,0,v2,dsr_c1,0.95,735,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0035030830185860395,0.0,0.0,,"[3086, 1187]",2.0,0.9236031770706177,False,False,False,False,False,False,-6.672622111462822,3.765200614929199,,,,
nhanes_real,0,v2,dsr_c1,0.95,739,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0037319579860195518,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,742,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0036377079086378217,0.0,0.0,,"[3086, 964]",2.0,1.5767931938171387,False,False,False,False,False,False,-6.531681668893298,4.4370527267456055,,,,
nhanes_real,0,v2,dsr_c1,0.95,744,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.004233374958857894,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,746,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003561916993930936,0.0,0.0,,"[3086, 292, 641]",3.0,1.2096188962459564,False,False,False,False,False,False,-6.928372713788644,4.217884063720703,,,,
nhanes_real,0,v2,dsr_c1,0.95,747,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.0035400419728830457,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,750,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.003466749913059175,0.0,0.0,,"[3086, 964]",2.0,2.169980764389038,False,False,False,False,False,False,-6.852850562000413,6.181785583496094,,,,
nhanes_real,0,v2,dsr_c1,0.95,751,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,True,False,,not_attempted,0.0038546250434592366,0.0,0.0,,"[3086, 1309]",2.0,1.5650687217712402,False,False,False,False,False,False,-7.6940849198868655,4.878671646118164,,,,
nhanes_real,0,v2,dsr_c1,0.95,752,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.004479125025682151,,,,,,,,,,,,,,,,,,
nhanes_real,0,v2,dsr_c1,0.95,753,decoded_naive,decoded_naive,riemannian,False,233433,246880,0.005742790992371738,0.30238545895554125,0.00041699991561472416,False,True,search,,0.003697624895721674,,,,,,,,,,,,,,,,,,
