dataset,cell,success_rate_mean,success_rate_std,decoded_cvr_mean,decoded_cvr_std,kde_mean,kde_std,effort_mean,effort_std,latency_mean,latency_std,pct_edges_pruned_mean,graph_build_seconds_mean,n_seeds
uci,old_latent_pruning,29.251748251748253,10.172650141206976,73.92857142857142,17.559019363214237,-7.543765699555314,0.19354499402288194,0.3016133288719824,0.17670066747664098,0.0020104919206849477,1.6785337266692966e-05,98.1592039800995,0.044015291612595306,5
uci,dsr_c1,75.53846153846153,14.063087458727813,18.432748538011694,9.14474794432785,-7.66261453716244,0.20087776640768998,0.12065528395841688,0.055711461470059995,0.002005372687395371,1.71917163854771e-05,87.16666666666667,0.044015291612595306,5
uci,dsr_c1c2,0.0,0.0,,,,,,,,,100.0,0.044015291612595306,5
uci,dsr_full,0.0,0.0,,,,,,,,,87.16666666666667,0.044015291612595306,5
uci,dsr_full_euclidean,0.0,0.0,,,,,,,,,87.16666666666667,0.044015291612595306,5
uci,dsr_bands_no_identity,0.0,0.0,,,,,,,,,100.0,0.044015291612595306,5
