seed,n_high_risk,n_abstain,pct_abstain,pct_certified_infeasible,pct_confirmed_blindspot,pct_unresolved
0,25,17,68.0,88.23529411764706,0.0,11.764705882352942
1,20,9,45.0,77.77777777777777,0.0,22.22222222222222
2,23,12,52.17391304347826,91.66666666666667,0.0,8.333333333333334
3,22,14,63.63636363636363,92.85714285714286,0.0,7.142857142857143
4,23,18,78.26086956521739,88.88888888888889,0.0,11.11111111111111
