success,real_cvr_hop,real_cvr_endpoint,latency_sec,dataset,seed,patient_idx
True,True,True,0.002886542002670467,nhanes_real,1,4
True,True,True,0.0025468330131843686,nhanes_real,1,7
True,True,True,0.002217083005234599,nhanes_real,1,8
True,True,True,0.002044333959929645,nhanes_real,1,9
True,True,True,0.001996499951928854,nhanes_real,1,11
True,True,True,0.0019045000663027167,nhanes_real,1,12
True,True,True,0.0018562499899417162,nhanes_real,1,13
True,True,True,0.0018856660462915897,nhanes_real,1,14
True,True,True,0.0019323339220136404,nhanes_real,1,16
True,True,True,0.0018552920082584023,nhanes_real,1,17
True,True,True,0.001756999990902841,nhanes_real,1,19
True,True,True,0.0018428330076858401,nhanes_real,1,20
True,True,True,0.0017412080196663737,nhanes_real,1,21
True,True,True,0.0018137500155717134,nhanes_real,1,22
True,True,True,0.0018176250159740448,nhanes_real,1,23
True,True,True,0.00201645796187222,nhanes_real,1,26
True,True,True,0.0018031660001724958,nhanes_real,1,30
True,True,True,0.0018222919898107648,nhanes_real,1,31
True,True,True,0.0017677090363577008,nhanes_real,1,33
True,True,True,0.0018254579044878483,nhanes_real,1,39
True,True,True,0.0017507500015199184,nhanes_real,1,40
True,True,True,0.0017987500177696347,nhanes_real,1,41
True,True,True,0.0018004169687628746,nhanes_real,1,42
True,True,True,0.0018914170796051621,nhanes_real,1,44
True,True,True,0.0017871250165626407,nhanes_real,1,45
True,True,True,0.00183666602242738,nhanes_real,1,50
True,True,True,0.001767875044606626,nhanes_real,1,51
True,True,True,0.0017756669549271464,nhanes_real,1,53
True,True,True,0.0017413339810445905,nhanes_real,1,55
True,True,True,0.001820000004954636,nhanes_real,1,59
True,True,True,0.0018247088883072138,nhanes_real,1,61
True,True,True,0.0018967919750139117,nhanes_real,1,62
True,True,True,0.0017937499796971679,nhanes_real,1,66
True,True,True,0.0018144170753657818,nhanes_real,1,67
True,True,True,0.0018169169779866934,nhanes_real,1,69
True,True,True,0.0018326250137761235,nhanes_real,1,70
True,True,True,0.0018701659282669425,nhanes_real,1,72
True,True,True,0.0017879580846056342,nhanes_real,1,73
True,True,True,0.0018319590017199516,nhanes_real,1,74
True,True,True,0.0018735830672085285,nhanes_real,1,75
True,True,True,0.0017491659382358193,nhanes_real,1,76
True,True,True,0.0018563750199973583,nhanes_real,1,78
True,True,True,0.001768958056345582,nhanes_real,1,82
True,True,True,0.0018225839594379067,nhanes_real,1,85
True,True,True,0.0017486249562352896,nhanes_real,1,88
True,True,True,0.0018149170791730285,nhanes_real,1,89
True,True,True,0.0018364579882472754,nhanes_real,1,93
True,True,True,0.001853416906669736,nhanes_real,1,94
True,True,True,0.0028648750158026814,nhanes_real,1,97
True,True,True,0.0021343750413507223,nhanes_real,1,98
True,True,True,0.0019165829289704561,nhanes_real,1,99
True,True,True,0.0019338750280439854,nhanes_real,1,101
True,True,True,0.0019105839310213923,nhanes_real,1,102
True,True,True,0.001987791038118303,nhanes_real,1,103
True,True,True,0.002329541021026671,nhanes_real,1,104
True,True,True,0.001908291014842689,nhanes_real,1,106
True,True,True,0.0018757920479401946,nhanes_real,1,107
True,True,True,0.0018795840442180634,nhanes_real,1,108
True,True,True,0.0018569170497357845,nhanes_real,1,110
True,True,True,0.0018136670114472508,nhanes_real,1,111
True,True,True,0.0019156249472871423,nhanes_real,1,116
True,True,True,0.0018284160178154707,nhanes_real,1,117
True,True,True,0.0019888340029865503,nhanes_real,1,120
True,True,True,0.0019304999150335789,nhanes_real,1,122
True,True,True,0.002137750037945807,nhanes_real,1,123
True,True,True,0.0019087500404566526,nhanes_real,1,127
True,True,True,0.0019145829137414694,nhanes_real,1,128
True,True,True,0.0018556249560788274,nhanes_real,1,131
True,True,True,0.002297458006069064,nhanes_real,1,132
True,True,True,0.0020197919802740216,nhanes_real,1,133
True,True,True,0.001887249993160367,nhanes_real,1,135
True,True,True,0.001890541985630989,nhanes_real,1,137
True,True,True,0.0017669169465079904,nhanes_real,1,138
True,True,True,0.0022070829290896654,nhanes_real,1,142
True,True,True,0.0020098750246688724,nhanes_real,1,146
True,True,True,0.002008417039178312,nhanes_real,1,147
True,True,True,0.0019656659569591284,nhanes_real,1,150
True,True,True,0.0020220830338075757,nhanes_real,1,153
True,True,True,0.0019368749344721437,nhanes_real,1,156
True,True,True,0.001984125003218651,nhanes_real,1,158
True,True,True,0.0019595420453697443,nhanes_real,1,159
True,True,True,0.002058124984614551,nhanes_real,1,160
True,True,True,0.0021410409826785326,nhanes_real,1,162
True,True,True,0.00184449995867908,nhanes_real,1,165
True,True,True,0.001821582904085517,nhanes_real,1,167
True,True,True,0.001858582952991128,nhanes_real,1,168
True,True,True,0.0017783750081434846,nhanes_real,1,170
True,True,True,0.0018208329565823078,nhanes_real,1,175
True,True,True,0.0018117920262739062,nhanes_real,1,177
True,True,True,0.0018309169681742787,nhanes_real,1,180
True,True,True,0.0018270830623805523,nhanes_real,1,185
True,True,True,0.0019066660897806287,nhanes_real,1,190
True,True,True,0.0018203329527750611,nhanes_real,1,191
True,True,True,0.0017857920611277223,nhanes_real,1,193
True,True,True,0.0018087499774992466,nhanes_real,1,194
True,True,True,0.001866249949671328,nhanes_real,1,198
True,True,True,0.001798250013962388,nhanes_real,1,200
True,True,True,0.0017777920002117753,nhanes_real,1,203
True,True,True,0.001817332929931581,nhanes_real,1,204
True,True,True,0.0018063749885186553,nhanes_real,1,206
True,True,True,0.0018032080261036754,nhanes_real,1,207
True,True,True,0.0021905830362811685,nhanes_real,1,208
True,True,True,0.001859834068454802,nhanes_real,1,211
True,True,True,0.0017782500945031643,nhanes_real,1,215
True,True,True,0.0017411250155419111,nhanes_real,1,223
True,True,True,0.001693375059403479,nhanes_real,1,224
True,True,True,0.0017806660616770387,nhanes_real,1,225
True,True,True,0.001708833035081625,nhanes_real,1,227
True,True,True,0.0018100839806720614,nhanes_real,1,228
True,True,True,0.001715708989650011,nhanes_real,1,231
True,True,True,0.0017620420549064875,nhanes_real,1,236
True,True,True,0.002097334014251828,nhanes_real,1,237
True,True,True,0.0018057499546557665,nhanes_real,1,238
True,True,True,0.0017658330034464598,nhanes_real,1,240
True,True,True,0.001734041958115995,nhanes_real,1,242
True,True,True,0.0017518328968435526,nhanes_real,1,245
True,True,True,0.0016999170184135437,nhanes_real,1,246
True,True,True,0.0018150829710066319,nhanes_real,1,247
True,True,True,0.0016880419570952654,nhanes_real,1,248
True,True,True,0.0018172920681536198,nhanes_real,1,249
True,True,True,0.001776625053025782,nhanes_real,1,252
True,True,True,0.0020085840951651335,nhanes_real,1,254
True,True,True,0.0019780000438913703,nhanes_real,1,255
True,True,True,0.0027442090213298798,nhanes_real,1,256
True,True,True,0.0025413340190425515,nhanes_real,1,259
True,True,True,0.0024982080794870853,nhanes_real,1,260
True,True,True,0.0020149999763816595,nhanes_real,1,261
True,True,True,0.001818499993532896,nhanes_real,1,267
True,True,True,0.0017951249610632658,nhanes_real,1,268
True,True,True,0.0018245410174131393,nhanes_real,1,270
True,True,True,0.0018495420226827264,nhanes_real,1,273
True,True,True,0.0018327500438317657,nhanes_real,1,274
True,True,True,0.0018491250229999423,nhanes_real,1,275
True,True,True,0.001792999915778637,nhanes_real,1,277
True,True,True,0.0018309999722987413,nhanes_real,1,278
True,True,True,0.0017732910346239805,nhanes_real,1,280
True,True,True,0.0017731670523062348,nhanes_real,1,281
True,True,True,0.0017917499644681811,nhanes_real,1,283
True,True,True,0.0017927500884979963,nhanes_real,1,285
True,True,True,0.0018379170214757323,nhanes_real,1,287
True,True,True,0.0018602920463308692,nhanes_real,1,291
True,True,True,0.0017811249708756804,nhanes_real,1,292
True,True,True,0.001816708012484014,nhanes_real,1,293
True,True,True,0.0018035409739241004,nhanes_real,1,294
True,True,True,0.0017704589990898967,nhanes_real,1,296
True,True,True,0.0018244170350953937,nhanes_real,1,297
True,True,True,0.0017969169421121478,nhanes_real,1,299
True,True,True,0.0018289170693606138,nhanes_real,1,300
True,True,True,0.0020840000361204147,nhanes_real,1,301
True,True,True,0.001929250080138445,nhanes_real,1,303
True,True,True,0.001942667062394321,nhanes_real,1,307
True,True,True,0.0018990420503541827,nhanes_real,1,309
True,True,True,0.001956333057023585,nhanes_real,1,314
True,True,True,0.0025377910351380706,nhanes_real,1,316
True,True,True,0.0022512919967994094,nhanes_real,1,317
True,True,True,0.0018813330680131912,nhanes_real,1,318
True,True,True,0.001792999915778637,nhanes_real,1,319
True,True,True,0.0018423330038785934,nhanes_real,1,321
True,True,True,0.0018057080451399088,nhanes_real,1,322
True,True,True,0.0019031669944524765,nhanes_real,1,324
True,True,True,0.0019989170832559466,nhanes_real,1,325
True,True,True,0.0017756669549271464,nhanes_real,1,332
True,True,True,0.0018417909741401672,nhanes_real,1,333
True,True,True,0.0018824590370059013,nhanes_real,1,335
True,True,True,0.0018340409733355045,nhanes_real,1,336
True,True,True,0.0017682909965515137,nhanes_real,1,337
True,True,True,0.0017744170036166906,nhanes_real,1,338
True,True,True,0.0017774589359760284,nhanes_real,1,339
True,True,True,0.001837416086345911,nhanes_real,1,343
True,True,True,0.0020345839438959956,nhanes_real,1,344
True,True,True,0.0018052910454571247,nhanes_real,1,352
True,True,True,0.0018367500742897391,nhanes_real,1,357
True,True,True,0.0017976670060306787,nhanes_real,1,359
True,True,True,0.001806874992325902,nhanes_real,1,363
True,True,True,0.001771042007021606,nhanes_real,1,364
True,True,True,0.0018316670320928097,nhanes_real,1,365
True,True,True,0.0017369999550282955,nhanes_real,1,366
True,True,True,0.0018085830379277468,nhanes_real,1,368
True,True,True,0.0019895839504897594,nhanes_real,1,371
True,True,True,0.0019858339801430702,nhanes_real,1,377
True,True,True,0.002097291056998074,nhanes_real,1,380
True,True,True,0.002574915997684002,nhanes_real,1,381
True,True,True,0.002311167074367404,nhanes_real,1,383
True,True,True,0.0024994169361889362,nhanes_real,1,385
True,True,True,0.0027695419266819954,nhanes_real,1,386
True,True,True,0.002408374915830791,nhanes_real,1,387
True,True,True,0.0019292919896543026,nhanes_real,1,392
True,True,True,0.0020549589535221457,nhanes_real,1,393
True,True,True,0.0018510420341044664,nhanes_real,1,394
True,True,True,0.0017959170509129763,nhanes_real,1,395
True,False,False,0.0017209160141646862,nhanes_real,1,398
True,True,True,0.0018397499807178974,nhanes_real,1,401
True,True,True,0.0017901669489219785,nhanes_real,1,404
True,True,True,0.001824666978791356,nhanes_real,1,405
True,True,True,0.0018034999957308173,nhanes_real,1,407
True,True,True,0.0018125420901924372,nhanes_real,1,410
True,True,True,0.0018657500622794032,nhanes_real,1,411
True,True,True,0.002133707981556654,nhanes_real,1,412
True,True,True,0.0020566669991239905,nhanes_real,1,415
True,True,True,0.0018092909594997764,nhanes_real,1,417
True,True,True,0.0019348340574651957,nhanes_real,1,418
True,True,True,0.001956416992470622,nhanes_real,1,419
True,True,True,0.0018260000506415963,nhanes_real,1,420
True,True,True,0.0019786249613389373,nhanes_real,1,421
True,True,True,0.0019029999384656549,nhanes_real,1,422
True,True,True,0.001782375038601458,nhanes_real,1,423
True,True,True,0.002064291969873011,nhanes_real,1,427
True,True,True,0.0018729169387370348,nhanes_real,1,429
True,True,True,0.001801125006750226,nhanes_real,1,430
True,True,True,0.0019536669133231044,nhanes_real,1,431
True,True,True,0.001994792022742331,nhanes_real,1,433
True,True,True,0.0017857910133898258,nhanes_real,1,436
True,True,True,0.002087291912175715,nhanes_real,1,437
True,True,True,0.002094124909490347,nhanes_real,1,438
True,True,True,0.0018614169675856829,nhanes_real,1,446
True,True,True,0.0019946249667555094,nhanes_real,1,454
True,True,True,0.0018505830084905028,nhanes_real,1,459
True,True,True,0.0018849590560421348,nhanes_real,1,461
True,True,True,0.001827416941523552,nhanes_real,1,462
True,True,True,0.0019174580229446292,nhanes_real,1,465
True,True,True,0.0021045829635113478,nhanes_real,1,466
True,True,True,0.001845667022280395,nhanes_real,1,472
True,True,True,0.0019942920189350843,nhanes_real,1,473
True,True,True,0.0018136251019313931,nhanes_real,1,479
True,True,True,0.002003250061534345,nhanes_real,1,481
True,True,True,0.0018338750815019011,nhanes_real,1,484
True,True,True,0.0018121249740943313,nhanes_real,1,485
True,True,True,0.0019764589378610253,nhanes_real,1,488
True,True,True,0.0018298330251127481,nhanes_real,1,489
True,True,True,0.0018760000821202993,nhanes_real,1,490
True,True,True,0.0020496250363066792,nhanes_real,1,491
True,True,True,0.0018635829910635948,nhanes_real,1,492
True,True,True,0.0018577920272946358,nhanes_real,1,493
True,True,True,0.0019961249781772494,nhanes_real,1,496
True,True,True,0.0018570419633761048,nhanes_real,1,497
True,True,True,0.001851834007538855,nhanes_real,1,498
True,True,True,0.0020801249193027616,nhanes_real,1,499
True,True,True,0.001982665969990194,nhanes_real,1,502
True,True,True,0.0018382499692961574,nhanes_real,1,504
True,True,True,0.0021255830070003867,nhanes_real,1,505
True,True,True,0.0019818750442937016,nhanes_real,1,506
True,True,True,0.001777915982529521,nhanes_real,1,507
True,True,True,0.0019725830061361194,nhanes_real,1,509
True,True,True,0.0018299591029062867,nhanes_real,1,513
True,True,True,0.0020519589306786656,nhanes_real,1,517
True,True,True,0.0020878330105915666,nhanes_real,1,521
True,True,True,0.0018701249500736594,nhanes_real,1,523
True,True,True,0.0018943339819088578,nhanes_real,1,524
True,True,True,0.001820207922719419,nhanes_real,1,525
True,True,True,0.0018125839997082949,nhanes_real,1,526
True,True,True,0.0018269169377163053,nhanes_real,1,527
True,True,True,0.0018261669902130961,nhanes_real,1,528
True,True,True,0.0018740840023383498,nhanes_real,1,529
True,True,True,0.0017445000121369958,nhanes_real,1,531
True,True,True,0.002047250047326088,nhanes_real,1,532
True,True,True,0.0019589579897001386,nhanes_real,1,534
True,True,True,0.001808249973692,nhanes_real,1,535
True,True,True,0.001942416070960462,nhanes_real,1,537
True,True,True,0.0018303339602425694,nhanes_real,1,540
True,True,True,0.0018774160416796803,nhanes_real,1,541
True,True,True,0.001803999999538064,nhanes_real,1,543
True,True,True,0.0018432500073686242,nhanes_real,1,544
True,True,True,0.0017752500716596842,nhanes_real,1,546
True,True,True,0.0019341250881552696,nhanes_real,1,554
True,True,True,0.0019828330259770155,nhanes_real,1,555
True,True,True,0.0017628750065341592,nhanes_real,1,556
True,True,True,0.001774249947629869,nhanes_real,1,557
True,True,True,0.0020296659786254168,nhanes_real,1,559
True,True,True,0.0018250829307362437,nhanes_real,1,561
True,True,True,0.0017849999712780118,nhanes_real,1,562
True,True,True,0.0019356670090928674,nhanes_real,1,563
True,True,True,0.0017477920046076179,nhanes_real,1,564
True,True,True,0.0018471659859642386,nhanes_real,1,566
True,True,True,0.0017914999043568969,nhanes_real,1,567
True,True,True,0.0021136250579729676,nhanes_real,1,568
True,True,True,0.0018225840758532286,nhanes_real,1,569
True,True,True,0.0017532500205561519,nhanes_real,1,574
True,True,True,0.0019432089757174253,nhanes_real,1,575
True,True,True,0.0019125830149278045,nhanes_real,1,577
True,True,True,0.0017087499145418406,nhanes_real,1,578
True,True,True,0.002192875021137297,nhanes_real,1,583
True,True,True,0.0017282080370932817,nhanes_real,1,584
True,True,True,0.001748958951793611,nhanes_real,1,586
True,True,True,0.0020604999735951424,nhanes_real,1,590
True,True,True,0.001890332903712988,nhanes_real,1,592
True,True,True,0.0018056670669466257,nhanes_real,1,595
True,True,True,0.0018056670669466257,nhanes_real,1,596
True,True,True,0.002020540996454656,nhanes_real,1,598
True,True,True,0.0017991249915212393,nhanes_real,1,601
True,True,True,0.0017398330383002758,nhanes_real,1,602
True,True,True,0.0019389999797567725,nhanes_real,1,605
True,True,True,0.0017701670294627547,nhanes_real,1,606
True,True,True,0.0018848750041797757,nhanes_real,1,607
True,True,True,0.0020567079773172736,nhanes_real,1,609
True,True,True,0.0019662920385599136,nhanes_real,1,610
True,True,True,0.002006000024266541,nhanes_real,1,612
True,True,True,0.00184683408588171,nhanes_real,1,614
True,True,True,0.0018152500269934535,nhanes_real,1,615
True,True,True,0.0019558341009542346,nhanes_real,1,616
True,True,True,0.0033353749895468354,nhanes_real,1,617
True,True,True,0.0023172079818323255,nhanes_real,1,620
True,True,True,0.002970334026031196,nhanes_real,1,622
True,True,True,0.0022201250540092587,nhanes_real,1,624
True,True,True,0.0018070839578285813,nhanes_real,1,626
True,True,True,0.0019283749861642718,nhanes_real,1,627
True,True,True,0.0018451670184731483,nhanes_real,1,628
True,True,True,0.0018821669509634376,nhanes_real,1,629
True,True,True,0.001838125055655837,nhanes_real,1,630
True,True,True,0.0019175000488758087,nhanes_real,1,631
True,True,True,0.0018614999717101455,nhanes_real,1,632
True,True,True,0.0022040000185370445,nhanes_real,1,634
True,True,True,0.00190100003965199,nhanes_real,1,637
True,True,True,0.002078167046420276,nhanes_real,1,640
True,True,True,0.0019167499849572778,nhanes_real,1,642
True,True,True,0.0020065419375896454,nhanes_real,1,644
True,True,True,0.001857916940934956,nhanes_real,1,645
True,True,True,0.001983082969672978,nhanes_real,1,646
True,True,True,0.001784082967787981,nhanes_real,1,647
True,True,True,0.0018382909474894404,nhanes_real,1,649
True,True,True,0.001794166979379952,nhanes_real,1,651
True,True,True,0.002092708949930966,nhanes_real,1,652
True,True,True,0.0018021659925580025,nhanes_real,1,653
True,True,True,0.0018298750510439277,nhanes_real,1,654
True,True,True,0.001750833005644381,nhanes_real,1,655
True,True,True,0.0017527500167489052,nhanes_real,1,657
True,True,True,0.0017569579649716616,nhanes_real,1,658
True,True,True,0.0017502909759059548,nhanes_real,1,660
True,True,True,0.0017947079613804817,nhanes_real,1,664
True,True,True,0.0017495420761406422,nhanes_real,1,666
True,True,True,0.0017607089830562472,nhanes_real,1,668
True,True,True,0.001836917013861239,nhanes_real,1,671
True,True,True,0.0016981660155579448,nhanes_real,1,672
True,True,True,0.0017390839057043195,nhanes_real,1,681
True,True,True,0.001668750075623393,nhanes_real,1,683
True,True,True,0.0017276250291615725,nhanes_real,1,684
True,True,True,0.0016775409458205104,nhanes_real,1,685
True,True,True,0.0017556250095367432,nhanes_real,1,686
True,True,True,0.0017031249590218067,nhanes_real,1,687
True,True,True,0.001750208088196814,nhanes_real,1,689
True,True,True,0.0022764999885112047,nhanes_real,1,692
True,True,True,0.002300000051036477,nhanes_real,1,694
True,True,True,0.00202866701874882,nhanes_real,1,696
True,True,True,0.001907917088828981,nhanes_real,1,698
True,True,True,0.0018362499540671706,nhanes_real,1,699
True,True,True,0.0018468749476596713,nhanes_real,1,706
True,True,True,0.0017884159460663795,nhanes_real,1,708
True,True,True,0.0017671659588813782,nhanes_real,1,709
True,True,True,0.0026736670406535268,nhanes_real,1,713
True,True,True,0.0018619579495862126,nhanes_real,1,714
True,True,True,0.0018906670156866312,nhanes_real,1,715
True,True,True,0.0020071250619366765,nhanes_real,1,717
True,True,True,0.0021632499992847443,nhanes_real,1,718
True,True,True,0.0018869589548557997,nhanes_real,1,723
True,True,True,0.001971874968148768,nhanes_real,1,724
True,True,True,0.001837208983488381,nhanes_real,1,725
True,True,True,0.0017920839600265026,nhanes_real,1,728
True,True,True,0.0018149579409509897,nhanes_real,1,732
True,True,True,0.0018517920980229974,nhanes_real,1,737
True,True,True,0.001871334039606154,nhanes_real,1,738
True,True,True,0.002140166936442256,nhanes_real,1,741
True,True,True,0.0018480420112609863,nhanes_real,1,742
True,True,True,0.001773625030182302,nhanes_real,1,743
True,True,True,0.0017414579633623362,nhanes_real,1,744
True,True,True,0.0017980829579755664,nhanes_real,1,745
True,True,True,0.0016839170129969716,nhanes_real,1,746
True,True,True,0.0017372920410707593,nhanes_real,1,747
True,True,True,0.0017343750223517418,nhanes_real,1,748
True,True,True,0.0017354160081595182,nhanes_real,1,752
True,True,True,0.0017015408957377076,nhanes_real,1,754
True,True,True,0.0018266249680891633,nhanes_real,1,755
True,True,True,0.0016864580102264881,nhanes_real,1,758
True,True,True,0.0017759579932317138,nhanes_real,1,759
True,True,True,0.001752333017066121,nhanes_real,1,760
True,True,True,0.0016965409740805626,nhanes_real,1,761
True,True,True,0.001653707935474813,nhanes_real,1,763
True,True,True,0.0017272919649258256,nhanes_real,1,765
True,True,True,0.0017985840095207095,nhanes_real,1,772
True,True,True,0.0017954169306904078,nhanes_real,1,781
True,True,True,0.0016930419951677322,nhanes_real,1,782
True,True,True,0.0017678329022601247,nhanes_real,1,785
True,True,True,0.0022007920779287815,nhanes_real,1,787
True,True,True,0.0018344579730182886,nhanes_real,1,793
True,True,True,0.0017791250720620155,nhanes_real,1,795
True,True,True,0.0017921669641509652,nhanes_real,1,797
True,True,True,0.0017652499955147505,nhanes_real,1,798
True,True,True,0.0016782500315457582,nhanes_real,1,799
True,True,True,0.001782541978172958,nhanes_real,1,801
True,True,True,0.0017654579132795334,nhanes_real,1,804
True,True,True,0.0017201249720528722,nhanes_real,1,805
True,True,True,0.0018166659865528345,nhanes_real,1,809
True,True,True,0.0020987079478800297,nhanes_real,1,810
True,True,True,0.0019037079764530063,nhanes_real,1,812
True,True,True,0.0018021250143647194,nhanes_real,1,814
True,True,True,0.001927749952301383,nhanes_real,1,816
True,True,True,0.001797499950043857,nhanes_real,1,819
True,True,True,0.001796709024347365,nhanes_real,1,820
True,True,True,0.0022292089415714145,nhanes_real,1,821
True,True,True,0.0024745420087128878,nhanes_real,1,822
True,True,True,0.0021392080234363675,nhanes_real,1,823
True,True,True,0.002045791014097631,nhanes_real,1,824
True,True,True,0.0018328340956941247,nhanes_real,1,828
True,True,True,0.0018160420004278421,nhanes_real,1,830
True,True,True,0.0018174999859184027,nhanes_real,1,832
True,True,True,0.0017964999424293637,nhanes_real,1,833
True,True,True,0.00178920803591609,nhanes_real,1,834
True,True,True,0.0017820419743657112,nhanes_real,1,837
True,True,True,0.0018025829922407866,nhanes_real,1,838
True,True,True,0.0017734169960021973,nhanes_real,1,841
True,True,True,0.0019524580566212535,nhanes_real,1,843
True,True,True,0.0020964170107617974,nhanes_real,1,845
True,True,True,0.0018411659402772784,nhanes_real,1,846
True,True,True,0.0017535000806674361,nhanes_real,1,847
True,True,True,0.001832874957472086,nhanes_real,1,855
True,True,True,0.001759916078299284,nhanes_real,1,856
True,True,True,0.001740792067721486,nhanes_real,1,857
True,True,True,0.0017360409256070852,nhanes_real,1,858
True,True,True,0.0017895419150590897,nhanes_real,1,859
True,True,True,0.0017423330573365092,nhanes_real,1,861
True,True,True,0.0017781250644475222,nhanes_real,1,863
True,True,True,0.0017267089569941163,nhanes_real,1,864
True,True,True,0.0017779170302674174,nhanes_real,1,867
True,True,True,0.0017227089265361428,nhanes_real,1,869
True,True,True,0.0017777920002117753,nhanes_real,1,870
True,True,True,0.0016590419691056013,nhanes_real,1,871
True,True,True,0.0017992500215768814,nhanes_real,1,873
True,True,True,0.0017052500043064356,nhanes_real,1,876
True,True,True,0.0017207079799845815,nhanes_real,1,877
True,True,True,0.0016712079523131251,nhanes_real,1,879
True,True,True,0.0018291249871253967,nhanes_real,1,880
True,True,True,0.0016574999317526817,nhanes_real,1,881
True,True,True,0.0019586249254643917,nhanes_real,1,885
True,True,True,0.0018547080690041184,nhanes_real,1,887
True,True,True,0.0018697910709306598,nhanes_real,1,888
True,True,True,0.0017829160206019878,nhanes_real,1,891
True,True,True,0.0018034579697996378,nhanes_real,1,893
True,True,True,0.0018862920114770532,nhanes_real,1,896
True,True,True,0.0017979999538511038,nhanes_real,1,899
True,True,True,0.00178883399348706,nhanes_real,1,900
True,True,True,0.0018404590664431453,nhanes_real,1,901
True,True,True,0.001822749967686832,nhanes_real,1,902
True,True,True,0.0018197089666500688,nhanes_real,1,903
True,True,True,0.001879333984106779,nhanes_real,1,905
True,True,True,0.0017817079788073897,nhanes_real,1,906
True,True,True,0.0017812089063227177,nhanes_real,1,907
True,True,True,0.0022453749552369118,nhanes_real,2,0
True,True,True,0.0018191670533269644,nhanes_real,2,4
True,True,True,0.0017295829020440578,nhanes_real,2,5
True,True,True,0.0017737919697538018,nhanes_real,2,7
True,True,True,0.001693958998657763,nhanes_real,2,8
True,True,True,0.0017118750838562846,nhanes_real,2,10
True,True,True,0.0017343750223517418,nhanes_real,2,11
True,True,True,0.0016777500277385116,nhanes_real,2,12
True,True,True,0.0016895419685170054,nhanes_real,2,13
True,True,True,0.0016956249019131064,nhanes_real,2,14
True,True,True,0.001646541990339756,nhanes_real,2,17
True,True,True,0.0016617919318377972,nhanes_real,2,18
True,True,True,0.0016977089690044522,nhanes_real,2,19
True,True,True,0.0016779169673100114,nhanes_real,2,22
True,True,True,0.0016680409898981452,nhanes_real,2,23
True,True,True,0.0017186249606311321,nhanes_real,2,25
True,True,True,0.0017185419565066695,nhanes_real,2,26
True,True,True,0.0016700829146429896,nhanes_real,2,28
True,True,True,0.001703500049188733,nhanes_real,2,29
True,True,True,0.0017052080947905779,nhanes_real,2,32
True,True,True,0.0016944999806582928,nhanes_real,2,33
True,True,True,0.0016949999844655395,nhanes_real,2,34
True,True,True,0.0016587920254096389,nhanes_real,2,39
True,True,True,0.001699834014289081,nhanes_real,2,40
True,True,True,0.0017067500157281756,nhanes_real,2,41
True,True,True,0.001680874964222312,nhanes_real,2,43
True,True,True,0.0017045409185811877,nhanes_real,2,45
True,True,True,0.0016913749277591705,nhanes_real,2,46
True,True,True,0.001667457981966436,nhanes_real,2,47
True,True,True,0.001679499982856214,nhanes_real,2,48
True,True,True,0.0016885841032490134,nhanes_real,2,49
True,True,True,0.001709125004708767,nhanes_real,2,52
True,True,True,0.0016857499722391367,nhanes_real,2,54
True,True,True,0.001736333011649549,nhanes_real,2,57
True,True,True,0.0016301249852403998,nhanes_real,2,62
True,True,True,0.0017181250732392073,nhanes_real,2,63
True,True,True,0.0016589999431744218,nhanes_real,2,64
True,True,True,0.001873499946668744,nhanes_real,2,65
True,True,True,0.002025958034209907,nhanes_real,2,66
True,True,True,0.0017905420390889049,nhanes_real,2,69
True,True,True,0.0018159999744966626,nhanes_real,2,73
True,True,True,0.0017357500037178397,nhanes_real,2,74
True,True,True,0.001744624925777316,nhanes_real,2,76
True,True,True,0.001783790998160839,nhanes_real,2,77
True,True,True,0.0017182080773636699,nhanes_real,2,78
True,True,True,0.0017320840852335095,nhanes_real,2,80
True,True,True,0.0017277500592172146,nhanes_real,2,82
True,True,True,0.0017764579970389605,nhanes_real,2,83
True,True,True,0.0017465410055592656,nhanes_real,2,84
True,True,True,0.001764708082191646,nhanes_real,2,87
True,True,True,0.0017455839551985264,nhanes_real,2,88
True,True,True,0.001765332999639213,nhanes_real,2,91
True,True,True,0.0017162919975817204,nhanes_real,2,94
True,True,True,0.0016895000590011477,nhanes_real,2,95
True,True,True,0.0017332910792902112,nhanes_real,2,97
True,True,True,0.0017530419863760471,nhanes_real,2,100
True,True,True,0.0017180420691147447,nhanes_real,2,101
True,True,True,0.00176379201002419,nhanes_real,2,102
True,True,True,0.0017374589806422591,nhanes_real,2,104
True,True,True,0.0017602919833734632,nhanes_real,2,105
True,True,True,0.0017958329990506172,nhanes_real,2,107
True,True,True,0.0017623750027269125,nhanes_real,2,108
True,True,True,0.0017275840509682894,nhanes_real,2,110
True,True,True,0.0017307079397141933,nhanes_real,2,112
True,True,True,0.0017857080092653632,nhanes_real,2,115
True,True,True,0.001750374911352992,nhanes_real,2,116
True,True,True,0.0017290409887209535,nhanes_real,2,118
True,True,True,0.0017616249388083816,nhanes_real,2,121
True,True,True,0.0017900409875437617,nhanes_real,2,123
True,True,True,0.0017295840661972761,nhanes_real,2,125
True,True,True,0.0017542090499773622,nhanes_real,2,126
True,True,True,0.0017644170438870788,nhanes_real,2,127
True,True,True,0.0017400829819962382,nhanes_real,2,128
True,True,True,0.0017337079625576735,nhanes_real,2,129
True,True,True,0.0017607909394428134,nhanes_real,2,132
True,True,True,0.0017436660127714276,nhanes_real,2,133
True,True,True,0.0017646669875830412,nhanes_real,2,138
