success,budget,n_features_changed,latency_sec,effort,admissible,dataset,seed,patient_idx
True,3.0,3.0,0.0018919160356745124,5.925000190734863,True,uci,3,7
True,2.0,2.0,0.0009389170445501804,4.049999713897705,True,uci,3,10
True,2.0,2.0,0.000918291974812746,4.875,True,uci,3,12
True,2.0,2.0,0.0013676249654963613,4.300000190734863,True,uci,3,13
True,2.0,2.0,0.0010712499497458339,4.300000190734863,True,uci,3,16
True,1.0,1.0,0.0007897090399637818,3.75,True,uci,3,18
True,1.0,1.0,0.000768125057220459,1.7999999523162842,True,uci,3,20
True,2.0,2.0,0.0009856249671429396,4.049999713897705,True,uci,3,22
False,,,0.002057667006738484,,,uci,3,23
True,2.0,2.0,0.000999749987386167,4.5,True,uci,3,25
True,2.0,2.0,0.0009679170325398445,6.0,True,uci,3,26
True,2.0,2.0,0.000954875024035573,4.300000190734863,True,uci,3,30
True,3.0,3.0,0.0016353329410776496,7.799999713897705,True,uci,3,33
True,1.0,1.0,0.0007429579272866249,3.75,True,uci,3,35
True,3.0,3.0,0.001638249959796667,6.674999713897705,True,uci,3,39
True,2.0,2.0,0.0009636249160394073,4.5,True,uci,3,40
True,2.0,2.0,0.0009580419864505529,4.300000190734863,True,uci,3,41
True,2.0,2.0,0.0009508749935775995,4.049999237060547,True,uci,3,45
True,2.0,2.0,0.0009531249525025487,5.550000190734863,True,uci,3,47
False,,,0.0019623750122264028,,,uci,3,48
True,2.0,2.0,0.0009547919034957886,4.875,True,uci,3,52
False,,,0.0019570840522646904,,,uci,3,56
True,2.0,2.0,0.0012005000608041883,3.674999952316284,True,uci,4,3
True,2.0,2.0,0.0010132499737665057,3.0500001907348633,True,uci,4,4
True,2.0,2.0,0.0009748340817168355,3.049999952316284,True,uci,4,5
True,3.0,3.0,0.0016854580026119947,7.800000190734863,True,uci,4,11
True,1.0,1.0,0.0007367499638348818,3.749999761581421,True,uci,4,14
True,1.0,1.0,0.0007297920528799295,3.749999523162842,True,uci,4,17
True,2.0,2.0,0.0009371660416945815,4.299999713897705,True,uci,4,19
True,2.0,2.0,0.0010943750385195017,4.299999713897705,True,uci,4,20
True,3.0,3.0,0.0017675000708550215,5.925000190734863,True,uci,4,23
True,1.0,1.0,0.0007802079198881984,3.749999761581421,True,uci,4,27
True,2.0,2.0,0.0009900419972836971,5.549999713897705,True,uci,4,32
True,2.0,2.0,0.0009876670083031058,5.549999713897705,True,uci,4,33
False,,,0.002041083062067628,,,uci,4,34
True,2.0,2.0,0.0009840839775279164,3.674999952316284,True,uci,4,36
True,2.0,2.0,0.000984666054137051,4.875,True,uci,4,37
True,2.0,2.0,0.000981291988864541,6.0,True,uci,4,38
True,2.0,2.0,0.000985874910838902,4.050000190734863,True,uci,4,40
False,,,0.002044792054221034,,,uci,4,42
True,2.0,2.0,0.0009824580047279596,6.0,True,uci,4,44
True,2.0,2.0,0.0009716660715639591,4.800000190734863,True,uci,4,45
True,1.0,1.0,0.0007331660017371178,1.8000000715255737,True,uci,4,57
True,1.0,1.0,0.0007243750151246786,3.749999523162842,True,uci,4,58
True,1.0,1.0,0.0007275840034708381,2.499999761581421,True,uci,4,59
False,,,0.01321287511382252,,,nhanes_real,0,1
False,,,0.013034707983024418,,,nhanes_real,0,2
True,3.0,3.0,0.0031702499836683273,8.625,True,nhanes_real,0,5
True,1.0,1.0,0.0007743330206722021,2.25,True,nhanes_real,0,6
False,,,0.012911625090055168,,,nhanes_real,0,7
False,,,0.012920041917823255,,,nhanes_real,0,8
True,2.0,2.0,0.0012759169330820441,6.0,True,nhanes_real,0,9
False,,,0.012961999978870153,,,nhanes_real,0,11
False,,,0.01285883306991309,,,nhanes_real,0,12
False,,,0.01283441693522036,,,nhanes_real,0,13
False,,,0.01284866698551923,,,nhanes_real,0,14
True,2.0,2.0,0.001212958013638854,6.75,True,nhanes_real,0,17
False,,,0.012912667007185519,,,nhanes_real,0,21
True,2.0,2.0,0.0011646669590845704,3.75,True,nhanes_real,0,22
True,1.0,1.0,0.0007895419839769602,2.25,True,nhanes_real,0,23
True,1.0,1.0,0.0007732919184491038,1.5,True,nhanes_real,0,26
True,2.0,2.0,0.0011145829921588302,4.5,True,nhanes_real,0,30
True,3.0,3.0,0.002908207941800356,7.25,True,nhanes_real,0,31
False,,,0.012861625058576465,,,nhanes_real,0,38
True,1.0,1.0,0.000774540938436985,2.25,True,nhanes_real,0,39
False,,,0.012874916894361377,,,nhanes_real,0,41
False,,,0.01296083303168416,,,nhanes_real,0,42
False,,,0.012837499962188303,,,nhanes_real,0,45
True,3.0,3.0,0.0028500420739874244,7.75,True,nhanes_real,0,47
False,,,0.012836416950449347,,,nhanes_real,0,51
True,3.0,3.0,0.0028377919225022197,7.125,True,nhanes_real,0,53
False,,,0.012871667044237256,,,nhanes_real,0,54
False,,,0.012947167037054896,,,nhanes_real,0,56
False,,,0.012968708062544465,,,nhanes_real,0,60
False,,,0.012881000060588121,,,nhanes_real,0,61
True,2.0,2.0,0.0011930828914046288,6.75,True,nhanes_real,0,62
True,1.0,1.0,0.0007611670298501849,1.5,True,nhanes_real,0,63
False,,,0.01285429100971669,,,nhanes_real,0,64
True,2.0,2.0,0.0011396249756217003,5.25,True,nhanes_real,0,65
False,,,0.012927458039484918,,,nhanes_real,0,67
True,2.0,2.0,0.0011247919173911214,5.25,True,nhanes_real,0,68
False,,,0.012914167018607259,,,nhanes_real,0,70
False,,,0.013070250046439469,,,nhanes_real,0,72
