dataset,seed,patient_idx,method,success,latency_sec,cvr_hard,cvr_full,effort,kde
nhanes,0,199,GrowingSpheres,True,0.0009602080099284649,1.0,1.0,8.380070297011498,-8.25272662263019
nhanes,0,200,DiCE,True,0.0033504579914733768,1.0,1.0,7.814183235168457,-9.963741657626745
nhanes,0,200,FACE,True,0.0452326670056209,1.0,1.0,8.180543899536133,-8.566557114469884
nhanes,0,200,GrowingSpheres,True,0.0009820829727686942,1.0,1.0,4.987855451522819,-11.856717022691008
nhanes,0,202,DiCE,True,0.0014146249741315842,1.0,1.0,4.118958473205566,-8.059568596354381
nhanes,0,202,FACE,True,0.046083582972642034,0.0,1.0,3.7959203720092773,-7.238665103703799
nhanes,0,202,GrowingSpheres,True,0.0005137919797562063,1.0,1.0,3.2408173757537777,-8.024588939438807
nhanes,0,208,DiCE,True,0.001983541005756706,1.0,1.0,4.909970283508301,-11.857839082669882
nhanes,0,208,FACE,True,0.046014125051442534,1.0,1.0,6.814061164855957,-8.934771677827637
nhanes,0,208,GrowingSpheres,True,0.0007132500177249312,1.0,1.0,5.121804444440165,-11.844906099927952
nhanes,0,211,DiCE,True,0.001458624959923327,1.0,1.0,3.8125364780426025,-9.347382454774056
nhanes,0,211,FACE,True,0.04543920897413045,1.0,1.0,4.288457870483398,-8.643072497401437
nhanes,0,211,GrowingSpheres,True,0.0005740829510614276,1.0,1.0,3.4303492662711847,-10.504772821674129
nhanes,0,217,DiCE,True,0.0012365840375423431,1.0,1.0,3.525942087173462,-9.019349984761822
nhanes,0,217,FACE,True,0.04518404201371595,0.0,1.0,5.793912887573242,-8.377140071748604
nhanes,0,217,GrowingSpheres,True,0.000667041982524097,1.0,1.0,5.3019354608889575,-9.365913292412987
nhanes,0,220,DiCE,True,0.0012155409785918891,1.0,1.0,3.4820687770843506,-7.897023757121544
nhanes,0,220,FACE,True,0.045428833982441574,1.0,1.0,2.0389316082000732,-7.2337781527298075
nhanes,0,220,GrowingSpheres,True,0.0005441249813884497,1.0,1.0,3.5816498136659245,-7.534407096841074
nhanes,0,222,DiCE,True,0.004802957992069423,1.0,1.0,9.448469161987305,-17.090594657802974
nhanes,0,222,FACE,True,0.0452913329936564,1.0,1.0,11.842361450195312,-8.620627372686556
nhanes,0,222,GrowingSpheres,True,0.001246625033672899,1.0,1.0,12.0994670229544,-11.771134225345897
nhanes,0,224,DiCE,True,0.0013732920051552355,1.0,1.0,4.000258445739746,-7.716887797832478
nhanes,0,224,FACE,True,0.04535483301151544,1.0,1.0,4.4060163497924805,-8.020233586765857
nhanes,0,224,GrowingSpheres,True,0.0005170000367797911,1.0,1.0,2.658231064546234,-7.431394290931163
nhanes,0,226,DiCE,True,0.0027051250217482448,1.0,1.0,7.429357051849365,-8.98214721964274
nhanes,0,226,FACE,True,0.0453597919549793,1.0,1.0,5.975372314453125,-7.9225684452316205
nhanes,0,226,GrowingSpheres,True,0.0009423749870620668,1.0,1.0,7.384648401704167,-9.77201817015989
nhanes,0,227,DiCE,True,0.0014921249821782112,1.0,1.0,4.568759918212891,-9.864544369433528
nhanes,0,227,FACE,True,0.04518462502164766,1.0,1.0,5.214718818664551,-8.564462663968841
nhanes,0,227,GrowingSpheres,True,0.0008172079687938094,1.0,1.0,3.9407647244262325,-9.591631336853231
nhanes,0,233,DiCE,True,0.0017329169786535203,1.0,1.0,3.750643491744995,-12.098861513439621
nhanes,0,233,FACE,True,0.04523754201363772,0.0,1.0,5.972061634063721,-9.142293060251049
nhanes,0,233,GrowingSpheres,True,0.0004802079638466239,1.0,1.0,3.402768752208613,-11.182177597907646
nhanes,0,236,DiCE,True,0.0021692499867640436,1.0,1.0,6.168173313140869,-8.039468349716014
nhanes,0,236,FACE,True,0.0451182919787243,1.0,1.0,6.84900426864624,-7.594678444049272
nhanes,0,236,GrowingSpheres,True,0.0009169589611701667,1.0,1.0,5.107670361099155,-8.870563444909923
nhanes,0,239,DiCE,True,0.001686750038061291,1.0,1.0,4.23586893081665,-9.809390527729212
nhanes,0,239,FACE,True,0.04499187500914559,1.0,1.0,5.4297404289245605,-8.28955782284143
